Time [d]	u [m/s]	v [m/s]	Tair [deg C]	sol [W/m2]	vap [mbar]	lw [W/m2]	precip [m/h]
44363	1.94433450698853	0	11.519982910156	301.3193359375	8.85015098476283	289.130432128906	1.29607239311251e-06
44364	1.68960380554199	0	10.2435546875	274.247467041016	8.65119844789444	293.667266845703	1.16504613995656e-05
44365	1.4860897064209	0	7.161706542969	154.116134643555	8.54062669123036	307.229370117188	8.77597408867183e-06
44366	1.40457057952881	0	8.22832641601605	129.485961914062	8.16528395749111	320.840057373047	4.80492771101933e-06
44367	1.66102802753448	0	10.872888183594	241.595336914062	7.33429506859658	311.344909667969	0
44368	1.11817145347595	0	10.831628417969	259.407165527344	8.37187087366536	302.532196044922	2.32361900190073e-06
44369	2.22786259651184	0	11.458673095703	245.545394897461	9.16307474275287	307.920196533203	1.52734540077088e-06
44370	2.00007748603821	0	11.547052001953	277.644836425781	8.70977563905401	302.132781982422	0
44371	2.5169084072113	0	9.72002563476605	114.484413146973	9.33086922472951	328.356994628906	8.90702014860128e-06
44372	2.2224600315094	0	9.15786132812502	22.9534530639648	11.4037636283039	347.033660888672	2.20327051970849e-05
44373	2.01229906082153	0	8.449548339844	166.412338256836	9.67297646790366	321.390472412109	5.30554694301422e-06
44374	1.72036707401276	0	8.60476074218803	95.5598068237305	8.7814790871213	325.810729980469	1.25258136702339e-06
44375	1.43191730976105	0	10.686212158203	177.346328735352	10.0602322493096	320.610687255859	3.06020916064478e-05
44376	1.95822906494141	0	9.83587036132803	105.847610473633	11.3644389426472	331.935577392578	4.96554760805642e-05
44377	1.83067035675049	0	8.89357910156201	13.8900594711304	11.1811605450034	335.579650878906	0.000110909006454878
44378	2.93134737014771	0	9.79860839843803	225.234893798828	7.67002285474233	293.658569335938	8.360800368084e-07
44379	2.59821796417236	0	10.567498779297	259.260833740234	6.99971565184721	285.829345703125	9.63555508961792e-07
44380	1.66936004161835	0	9.88741455078105	210.863708496094	8.17827999213207	291.687469482422	1.60377223639646e-05
44381	1.58547222614288	0	11.518914794922	246.195693969727	9.0906509278005	293.860412597656	0
44382	2.08943700790405	0	13.102990722656	223.643493652344	9.14768442499349	304.083557128906	0
44383	1.73114967346191	0	15.436578369141	273.961151123047	9.10568110536404	303.356842041016	0
44384	2.62754058837891	0	15.872155761719	269.554534912109	10.1171911890295	316.807922363281	8.72167649706372e-07
44385	2.08722949028015	0	16.99306640625	246.726104736328	13.1898257476891	330.270355224609	9.56583221523033e-07
44386	1.27674794197083	0	17.022424316406	261.150360107422	11.4401071697435	315.635833740234	0
44387	1.82752358913422	0	17.717034912109	206.627639770508	11.3362896434531	333.276672363281	0
44388	1.9242308139801	0	17.606378173828	210.629531860352	14.2923196825043	333.577484130859	7.26721838064906e-06
44389	2.73321747779846	0	17.634057617188	231.702362060547	12.6743019984987	334.067565917969	1.33116787360955e-05
44390	3.29123306274414	0	14.768151855469	52.1531410217285	16.196544774989	362.076080322266	5.29595733193369e-05
44391	2.41587686538696	0	12.312310791016	161.618988037109	10.0250723148982	323.127868652344	2.84376660096717e-06
44392	1.88925683498383	0	13.805963134766	250.797973632812	9.13374141477019	298.12646484375	0
44393	2.18983030319214	0	15.4408203125	243.756057739258	9.5800849794888	308.934295654297	0
44394	2.84895515441895	0	15.421807861328	236.714126586914	10.124616267301	306.455444335938	0
44395	2.41758370399475	0	13.530206298828	265.656585693359	7.41717496293674	283.610076904297	0
44396	1.3218230009079	0	15.181176757812	258.903442382812	8.87930320687662	300.232757568359	0
44397	1.90673923492432	0	17.2650390625	250.961196899414	10.6609288321023	310.984497070312	0
44398	1.85876524448395	0	17.814996337891	251.320831298828	11.5000266104804	316.500244140625	0
44399	1.8853360414505	0	16.510400390625	238.438415527344	11.3900722150765	312.459259033203	0
44400	2.60657215118408	0	13.647241210938	231.581237792969	7.77005202578604	295.736999511719	0
44401	0.922344207763672	0	14.921319580078	252.360763549805	8.13013641954477	296.921661376953	0
44402	1.21470141410828	0	17.826806640625	244.098403930664	11.7054793522442	322.576751708984	0
44403	1.46510422229767	0	19.054956054688	245.156631469727	11.8722780341514	321.486480712891	0
44404	1.38314437866211	0	18.984124755859	247.594100952148	13.3275469839475	317.948211669922	0
44405	1.34844768047333	0	19.743432617188	244.846374511719	11.8676882084486	316.25732421875	0
44406	1.65096867084503	0	21.407006835938	264.702575683594	11.7012192326742	323.812744140625	0
44407	1.42349433898926	0	22.297540283203	243.257217407227	12.5672014025608	340.846343994141	0
44408	1.71929371356964	0	22.541741943359	226.755767822266	13.3394109516274	341.796173095703	3.51815856447503e-07
44409	1.68705487251282	0	21.305230712891	256.352905273438	12.2990315723862	322.710662841797	0
44410	1.58079016208649	0	20.56337890625	239.192626953125	11.7728794303005	331.415435791016	0
44411	1.42821383476257	0	20.202416992188	209.139587402344	13.050305116571	332.901428222656	0
44412	1.37228679656982	0	20.023004150391	201.033157348633	13.6927571038926	338.110748291016	2.7617580321425e-07
44413	2.2391562461853	0	18.331262207031	218.135589599609	14.0253882823986	333.533477783203	2.13301771307467e-06
44414	2.35836839675903	0	15.924523925781	228.13786315918	11.2779336053372	316.136840820312	4.15272817614703e-07
44415	3.11737632751465	0	12.032739257812	229.037841796875	7.89209543751411	292.044158935547	0
44416	3.26054382324219	0	11.603479003906	186.093292236328	7.98200712527768	298.8759765625	0
44417	3.38559699058533	0	11.902520751953	48.1017456054688	12.4526654328097	343.181884765625	2.87220650029161e-05
44418	3.67052459716797	0	9.88195190429701	165.94482421875	8.98517747897848	297.244323730469	3.63088032726308e-07
44419	2.70515847206116	0	9.13927612304701	227.445938110352	7.0595884646836	274.157745361328	0
44420	1.63338971138	0	10.398278808594	242.514190673828	6.61880359172369	272.621948242188	0
44421	2.07004404067993	0	10.724938964844	194.693420410156	8.1101129593408	302.000152587891	1.90929818523323e-06
44422	1.88800394535065	0	10.953698730469	98.7867889404297	11.3118893406662	327.760772705078	1.28600105300494e-05
44423	3.04775238037109	0	9.43032226562502	125.044502258301	9.95969796830815	321.762664794922	2.38650783204422e-05
44424	3.74158477783203	0	9.55758056640605	119.040603637695	10.4597453104022	318.801574707031	1.07009802579543e-05
44425	1.58622789382935	0	7.91399536132803	148.46858215332	8.00646275754957	293.492309570312	7.05604987969208e-06
44426	1.34129106998444	0	8.54635009765605	184.091674804688	7.91031700363404	285.757263183594	0
44427	1.77879559993744	0	10.255914306641	225.361526489258	7.88659395378466	280.287719726562	0
44428	1.01873779296875	0	9.40187988281201	60.5009880065918	10.7189862384338	322.379821777344	3.07014144911792e-05
44429	1.02923202514648	0	9.89260253906201	136.057830810547	11.057222690911	314.229370117188	8.13563979641508e-06
44430	2.93518948554993	0	8.996087646484	50.9819488525391	10.54174543188	315.558288574219	2.54218806124603e-05
44431	2.96737456321716	0	8.55831298828105	115.585418701172	9.26051165301553	313.739532470703	9.00616618714089e-06
44432	2.41739320755005	0	9.15914306640605	134.643829345703	9.77758658288235	308.074157714844	2.72190871126238e-06
44433	3.05951976776123	0	9.14287719726605	183.633407592773	7.67829712150188	287.392791748047	0
44434	2.45555973052979	0	8.24114379882803	158.561370849609	7.89381324557068	293.969970703125	5.987103577354e-06
44435	3.61554718017578	0	10.415826416016	15.1303234100342	12.3384144392848	339.697723388672	2.70925213246503e-05
44436	1.82087826728821	0	11.152612304688	92.9954986572266	12.4816678118155	322.049407958984	1.54376246225891e-05
44437	3.0184121131897	0	9.51821289062502	184.555282592773	8.38631642025468	284.581878662109	0
44438	3.5557336807251	0	8.07412109375002	180.589340209961	6.96593592452119	283.819854736328	0
44439	3.26354789733887	0	7.67189941406201	194.383651733398	6.16591262890665	282.612396240234	4.87275479422856e-06
44440	2.44296598434448	0	6.43789062500002	176.102874755859	7.15965815535815	281.722442626953	1.31271756092449e-05
44441	2.79542541503906	0	5.344567871094	201.942611694336	4.87913913827366	254.050842285156	0
44442	1.36041784286499	0	5.56881103515605	202.227508544922	5.56811312420081	266.937164306641	0
44443	3.07514309883118	0	6.16906127929701	32.9684753417969	8.50944961473287	318.320068359375	3.29969265698714e-05
44444	4.04040622711182	0	9.10930786132803	125.064956665039	9.49082306712807	294.304229736328	8.54182265660106e-06
44445	2.32187390327454	0	9.70498046875002	183.566879272461	7.68189423023927	275.402130126953	0
44446	3.35209393501282	0	10.272332763672	100.604537963867	10.2440528595828	318.547027587891	2.29766202311213e-06
44447	4.15147018432617	0	10.135888671875	177.136856079102	8.80902807801438	286.838562011719	6.39132900283181e-06
44448	2.02408337593079	0	7.28688964843803	103.953147888184	7.49066315557168	291.012481689453	1.1405485969994e-05
44449	1.86237359046936	0	11.787744140625	161.692718505859	10.9226768180158	300.592193603516	1.34344051932405e-06
44450	2.56812214851379	0	12.295404052734	138.58171081543	11.0140014009239	307.193969726562	0
44451	3.20198464393616	0	14.438684082031	157.096969604492	12.0290749748663	306.678558349609	0
44452	2.43714785575867	0	12.045068359375	167.224090576172	8.47201789874342	274.308135986328	0
44453	2.37908935546875	0	10.956658935547	148.309509277344	10.3225118714186	287.245422363281	0
44454	2.44223427772522	0	12.372277832031	142.117431640625	11.8660674946399	307.527648925781	0
44455	1.95157444477081	0	12.881066894531	74.667724609375	12.6429255417093	322.100341796875	4.95427078324914e-06
44456	2.58020973205566	0	10.955590820312	21.0488624572754	12.7872163177436	332.434844970703	4.76329700581522e-05
44457	4.49324321746826	0	9.01647338867201	84.657096862793	9.24412697880616	307.126098632812	9.06711445875569e-06
44458	3.55686712265015	0	6.73452148437502	118.689949035645	6.86761053032341	271.647369384766	0
44459	1.80914103984833	0	3.99697265625002	143.260299682617	5.45274618158106	253.638824462891	3.97767255182972e-06
44460	2.15995073318481	0	6.53399047851605	9.35539054870605	9.49417509713258	316.841491699219	4.60860206254033e-05
44461	3.10057783126831	0	8.71578369140605	48.8904914855957	11.0399183952358	320.196960449219	1.22074632397724e-05
44462	3.37205123901367	0	9.32027587890605	7.32641410827637	11.4808360048682	329.507110595703	7.32235477900961e-05
44463	3.1914689540863	0	10.259881591797	80.1109848022461	11.896856576044	309.582397460938	1.34655955561256e-05
44464	3.12832093238831	0	9.32216796875002	29.8615016937256	11.4860418186277	314.066040039062	1.47992139116266e-05
44465	3.3569540977478	0	9.09868774414105	27.9160060882568	11.3729166567819	322.954986572266	1.63908619773186e-05
44466	2.71896386146545	0	9.976159667969	16.6552982330322	12.1158276054138	324.997131347656	6.94068795483972e-05
44467	1.38907217979431	0	6.28356323242201	111.818778991699	8.67711367954933	292.264862060547	9.07249134090508e-07
44468	2.99389243125916	0	8.69472656250002	64.9854125976562	10.8903710779308	313.397491455078	6.61601259505714e-06
44469	2.48212361335754	0	8.77031860351605	61.3228721618652	10.9847733111653	320.610107421875	1.01552187617118e-05
44470	2.48323488235474	0	7.417810058594	89.2005081176758	9.82933182774859	296.976470947266	4.57365584022933e-06
44471	2.43595099449158	0	5.42525634765605	65.241828918457	8.37310645453351	303.451446533203	7.33008871773361e-06
44472	2.17890024185181	0	6.98531494140605	39.1340713500977	9.70246301241398	312.472900390625	2.79935253881072e-05
44473	3.21841597557068	0	6.06353149414105	53.1200332641602	8.91412757303322	304.170654296875	8.17233437070778e-06
44474	3.23463368415833	0	4.10152587890605	44.6476707458496	7.1426597894565	300.971069335938	7.35386088813861e-06
44475	2.59893465042114	0	3.20317993164105	13.4636325836182	7.36302035761994	303.834442138672	2.61579528644991e-05
44476	1.41583561897278	0	3.88063964843803	58.3922271728516	7.7223062801918	297.541442871094	2.49172697092743e-06
44477	1.05700147151947	0	1.23598632812502	77.6051559448242	5.77290258462638	276.15771484375	0
44478	0.851142227649689	0	0.0382934570310454	97.4038009643555	4.61413497287696	261.045501708984	4.77428411866439e-07
44479	2.2354884147644	0	-0.183782958983954	36.6260414123535	5.5327894468533	283.567718505859	3.81008713803667e-05
44480	2.5856990814209	0	2.28853759765605	11.4103450775146	7.0718295309205	297.190765380859	2.78483215273203e-05
44481	0.811935067176819	0	2.37029418945303	57.099983215332	7.09339035087269	291.312438964844	5.6349472288275e-06
44482	1.47939705848694	0	1.379144287109	49.8345260620117	6.37515164713817	281.924072265625	2.49396483316862e-06
44483	1.8349791765213	0	-1.325109863281	46.4348106384277	5.12661372688191	278.147064208984	6.26395881732203e-06
44484	3.88218688964844	0	-2.16654052734395	28.3502941131592	4.92015559286135	279.087341308594	2.46680307706508e-05
44485	4.8573260307312	0	0.208428955078034	23.2952899932861	5.95139285841493	289.407409667969	4.50044010196708e-05
44486	2.70563817024231	0	5.47109375000002	26.3399620056152	8.55087949979335	287.327301025391	7.78316765111717e-06
44487	2.21142601966858	0	3.56911621093803	80.4846420288086	6.92018957792873	259.469421386719	0
44488	1.83767461776733	0	1.57998046875002	25.8722381591797	6.69650012170596	288.276763916016	6.39478861962239e-05
44489	2.15262579917908	0	5.45180664062502	54.142162322998	8.64282883282233	281.033233642578	1.2871441867901e-05
44490	2.09290480613708	0	0.618005371094	75.6515808105469	5.96245892789208	256.704528808594	0
44491	1.44025468826294	0	0.358392333984	66.3237228393555	5.94208667427065	270.412017822266	1.34822908472011e-05
44492	1.86783587932587	0	0.683282470703034	74.9608917236328	5.8921352858023	259.891479492188	4.39132286879208e-06
44493	2.84001159667969	0	3.97844848632803	70.6774749755859	7.1745360917557	263.608032226562	1.29537016214777e-05
44494	1.82128953933716	0	2.47277221679701	59.1058807373047	6.74726770068276	260.065307617188	0
44495	2.07874774932861	0	3.51442871093803	38.0458297729492	7.31129363835539	279.095336914062	0
44496	2.17195272445679	0	6.45070800781201	31.2436923980713	8.51662188254264	289.998474121094	0
44497	1.41390156745911	0	3.479486083984	17.2807750701904	7.28824371234296	289.087371826172	1.65167057275539e-05
44498	2.23113322257996	0	4.090661621094	10.4657354354858	8.05803761206795	292.121826171875	9.17553026940569e-06
44499	3.8650598526001	0	3.94469604492201	46.2663650512695	6.38423564473574	249.536987304688	0
44500	3.28707695007324	0	2.89708862304701	43.7764854431152	5.37862923164669	246.446701049805	0
44501	2.67321848869324	0	-0.608160400391	44.5649223327637	3.71292109695826	229.751098632812	0
44502	1.22179687023163	0	-5.03375854492197	41.8713226318359	3.0102979906442	228.82209777832	0
44503	1.53662693500519	0	-4.85373535156197	37.2016181945801	3.94512179191916	237.084777832031	0
44504	1.57194650173187	0	-2.916998291016	32.3945388793945	4.84440709320553	250.559661865234	0
44505	1.43138682842255	0	-3.532720947266	20.1384677886963	4.56273206718562	265.140411376953	4.26512087869922e-06
44506	2.40543699264526	0	2.19918212890605	10.6129112243652	6.95229992519451	282.366119384766	2.37772069845556e-05
44507	3.47726941108704	0	2.369958496094	11.219708442688	6.71119180167341	270.394836425781	4.13027439410344e-06
44508	5.5520453453064	0	3.14797363281201	26.4302577972412	6.37315609280731	258.074157714844	8.12221868626592e-06
44509	3.53210043907166	0	3.41726074218803	6.61621284484863	7.37369888099159	282.309753417969	5.10283603539897e-05
44510	2.83096623420715	0	1.80242309570303	21.7896137237549	6.284742384783	255.407409667969	9.22452272789086e-06
44511	0.926663517951965	0	-3.52585449218799	24.4046993255615	4.29570867360475	241.58837890625	1.18991945580799e-06
44512	1.74166095256805	0	-3.84110107421895	25.2112236022949	4.36807958936857	236.593307495117	0
44513	3.05528426170349	0	-1.845129394531	9.40988922119141	4.93368635341171	251.977157592773	1.33545048205027e-05
44514	2.35655903816223	0	-3.785803222656	23.3139533996582	4.16381998690148	236.253402709961	0
44515	1.39012980461121	0	-5.316168212891	22.894775390625	3.73943039522637	246.794509887695	1.52568938776514e-05
44516	3.50722122192383	0	0.0453125000000227	16.9432163238525	5.37597125434157	260.32763671875	1.48525171223608e-06
44517	3.0432596206665	0	-1.56668701171895	23.3046970367432	4.44987852924182	228.369354248047	0
44518	2.96638035774231	0	-3.545172119141	15.3667106628418	4.33282037380344	248.404510498047	3.95735049904842e-05
44519	4.77273797988892	0	0.374230957031045	18.2124252319336	5.27177794134428	251.237747192383	8.56855169533647e-06
44520	3.9512836933136	0	0.728967285156045	18.0491886138916	5.43785043231025	255.755447387695	7.34611502492853e-06
44521	2.16812825202942	0	-0.576330566406	9.12947940826416	5.60940734376365	263.369506835938	4.96298283299742e-05
44522	1.98684751987457	0	-2.36057128906197	9.28829193115234	4.95209053062045	254.735977172852	4.29865031037481e-05
44523	1.33304214477539	0	-0.857519531249977	12.040919303894	5.64019328106344	268.791015625	2.91414077461619e-06
44524	1.72902929782867	0	-1.025549316406	9.47551536560059	5.6241766130864	273.483734130859	1.10090705776302e-05
44525	1.42441344261169	0	-1.34384765624998	8.47611904144287	5.49257762435736	270.465423583984	9.94906258711125e-06
44526	2.17140793800354	0	-5.596105957031	16.3421573638916	3.81346962673014	228.983200073242	0
44527	2.0888147354126	0	-5.88522949218799	14.0465450286865	3.69187379601654	234.95915222168	0
44528	2.29578638076782	0	-5.01837768554697	12.1560735702515	3.80883536452127	225.942276000977	0
44529	1.61140727996826	0	-6.47077026367197	10.5630512237549	3.4885206355339	244.560241699219	0
44530	1.69529342651367	0	-6.89920654296896	10.2809648513794	3.1499065376949	246.91194152832	0
44531	1.61323034763336	0	-6.368566894531	9.77605819702148	3.5077937083706	254.003158569336	0
44532	2.3192093372345	0	-0.0618041992189546	5.84114027023315	5.69806134570926	272.083679199219	1.525921612079e-05
44533	3.59878349304199	0	-1.689611816406	10.8837976455688	4.01648137547945	226.063400268555	0
44534	1.57499802112579	0	-9.72482910156197	9.2276496887207	2.6935374800358	225.268463134766	4.35168708968881e-07
44535	2.40310740470886	0	-7.611822509766	6.42641019821167	3.25084220712725	257.050659179688	1.58385915306604e-05
44536	1.31792533397675	0	-4.49838867187498	5.07772922515869	4.35767279157572	271.490631103516	1.26086383210754e-05
44537	2.38271164894104	0	-2.97080078124998	4.98455286026001	4.70510501581836	271.907470703125	2.15448199014645e-05
44538	2.62963557243347	0	-2.436437988281	5.77693653106689	4.44595480941578	258.492279052734	6.65957486489789e-06
44539	1.68705010414124	0	-9.22202148437498	7.87591600418091	2.97983093408402	234.461471557617	0
44540	1.96273410320282	0	-15.208441162109	7.87980890274048	1.82067940924879	223.040939331055	0
44541	1.63003396987915	0	-14.536199951172	7.18048191070557	1.89513309091938	236.319549560547	3.55755800127453e-06
44542	3.5844464302063	0	-1.58518066406197	4.93561887741089	4.80842257887977	258.221069335938	1.54866100072266e-05
44543	4.10339164733887	0	-3.46701660156197	8.23459911346436	3.33456014635608	225.232055664062	0
44544	2.53937482833862	0	-10.266241455078	8.28039360046387	2.46022415967853	215.514694213867	0
44545	2.8516366481781	0	-6.65701904296896	7.47404003143311	3.26016848466872	227.171615600586	0
44546	3.89049053192139	0	-5.92011108398395	5.77451705932617	3.68107077108156	244.904678344727	3.62700140815125e-05
44547	4.70348310470581	0	-1.67459716796895	3.87796974182129	5.27045942405476	272.743469238281	2.76100339154557e-05
44548	2.7631299495697	0	-0.512426757811966	3.11684775352478	5.84028431954649	275.009979248047	2.95837202833758e-05
44549	2.34510135650635	0	-2.25794067382799	7.54049062728882	4.61046298654848	235.490905761719	4.17203611707211e-06
44550	2.13030815124512	0	-8.09772338867197	7.29898643493652	3.15445164160932	226.773635864258	0
44551	2.45487236976624	0	-5.22571411132799	3.23459768295288	3.94249437836529	250.672866821289	1.48672572524649e-05
44552	2.16805410385132	0	-3.54230346679697	5.40372896194458	4.41114864377666	244.938980102539	5.1842303289757e-07
44553	3.49372982978821	0	1.30156860351605	7.65052461624146	5.36210869526071	245.054962158203	3.88322879037636e-07
44554	2.48715448379517	0	-3.05545654296895	6.96817350387573	4.46141760871759	237.793884277344	0
44555	3.61039805412292	0	-2.91318359374998	7.87645578384399	3.62486151780528	223.900772094727	0
44556	2.19516515731812	0	-6.23068847656197	7.18803930282593	3.50977570265166	232.09033203125	0
44557	1.71827495098114	0	-5.113775634766	5.23231554031372	3.92462699388353	257.591278076172	0
44558	1.67448282241821	0	-3.26557006835895	5.49271821975708	4.22277342678888	258.334411621094	4.14401313264533e-07
44559	2.60581636428833	0	-1.15976562499998	4.08136224746704	5.25002958084238	268.807373046875	1.88761469467459e-06
44560	2.5801637172699	0	-2.95514526367197	10.5289154052734	4.33468410333573	227.031356811523	0
44561	2.78238797187805	0	-4.48056640624998	3.86897587776184	4.2006003648632	252.939193725586	1.05911304773246e-05
44562	2.33333492279053	0	-0.302587890624977	5.17266654968262	5.45500689832026	255.111602783203	1.37346584475987e-06
44563	2.52975273132324	0	-3.01688232421895	5.78301239013672	4.23750447229078	250.926254272461	5.45140665053622e-06
44564	4.84537649154663	0	2.10671386718803	7.20464706420898	5.72027807918784	264.708190917969	5.12511178385467e-06
44565	4.60124063491821	0	-1.42972412109395	11.2808351516724	4.17264549815238	235.23664855957	3.34588510971419e-07
44566	3.66403675079346	0	-2.70770874023395	11.5994415283203	3.76104636541423	226.345413208008	3.31627821500056e-07
44567	4.16961288452148	0	-0.913610839843955	11.8279228210449	4.4603890930261	246.503021240234	2.02464661924751e-06
44568	4.26844120025635	0	-0.281195068358954	13.2579622268677	4.32661617524031	236.361785888672	0
44569	3.53114414215088	0	3.56389770507803	7.58934354782104	6.41292271503825	286.158203125	3.182234170001e-07
44570	3.60607385635376	0	2.155267333984	4.37825012207031	5.85512335391358	275.908996582031	5.91723000474708e-07
44571	2.07510113716125	0	-1.70056762695299	4.61515426635742	4.93297574408486	258.234924316406	6.80669877005533e-06
44572	2.4770655632019	0	-6.91181030273395	13.6820878982544	2.94855964844507	218.53742980957	0
44573	1.53789377212524	0	-10.815069580078	9.8195915222168	2.29654222857173	235.342971801758	8.51419107069281e-07
44574	2.78040146827698	0	-8.21921386718799	15.8666286468506	2.7137684016014	219.863723754883	0
44575	2.41669821739197	0	-6.98728027343799	16.3636703491211	2.98875711647341	238.564865112305	9.34254280259161e-06
44576	3.82704925537109	0	-4.61981811523395	9.45251274108887	3.46940783575156	244.487808227539	2.09491948529224e-06
44577	3.51402187347412	0	-6.950689697266	18.3495101928711	2.36492203279393	211.707092285156	0
44578	3.43021965026855	0	-4.30716552734395	8.01192474365234	3.63663381997583	242.220413208008	1.26824122364471e-06
44579	5.43281698226929	0	1.429437255859	19.272554397583	4.42268313113787	237.125244140625	2.52377437467051e-07
44580	4.14126443862915	0	2.49044189453105	16.8365650177002	5.42957113291971	246.955902099609	0
44581	2.74254488945007	0	0.309747314453034	19.1942157745361	5.4591422380085	234.104461669922	0
44582	1.99805808067322	0	-4.03989257812498	11.3545532226562	4.17296108776549	254.694213867188	1.63406159319695e-06
44583	3.65016651153564	0	0.973291015625023	18.0677738189697	5.40988238439411	256.500793457031	1.65374520596136e-06
44584	5.32776403427124	0	1.63271484375002	17.2059230804443	5.01058715196579	254.571273803711	7.4346966509135e-07
44585	4.87771892547607	0	2.29888305664105	16.0187644958496	5.35244787256168	255.24821472168	1.16393847646476e-06
44586	3.2067654132843	0	-2.08322753906197	24.489049911499	4.03191497173348	233.119323730469	4.05590981245042e-06
44587	1.72804188728333	0	-4.193518066406	11.4353733062744	4.25507210781246	259.836975097656	1.39588893135725e-05
44588	1.86935222148895	0	-5.448400878906	26.0022373199463	3.63307767584731	227.811904907227	0
44589	1.79268980026245	0	-10.937658691406	27.2759952545166	2.29211739887031	213.029281616211	0
44590	4.43313455581665	0	-12.224066162109	3.9488377571106	2.11767238095451	251.741317749023	1.88133061682391e-05
44591	2.94206285476685	0	-9.53998413085895	29.3397331237793	2.23227796350023	221.682983398438	1.52656007735964e-06
44592	3.24510359764099	0	-7.95001831054697	31.2434501647949	2.45977296565078	210.718673706055	0
44593	2.12241053581238	0	-8.36411132812498	30.2322521209717	2.7059906005054	221.259994506836	0
44594	5.88080072402954	0	-6.530920410156	1.9999475479126	3.70303311378716	265.817413330078	2.74578269454651e-05
44595	4.41149044036865	0	-7.04257812499998	5.49172639846802	3.46176468394541	264.863220214844	1.3554062105767e-05
44596	2.19749975204468	0	-11.153204345703	23.767728805542	2.41948171444292	232.833450317383	9.96429384435436e-07
44597	1.81522655487061	0	-14.8990234375	36.0800170898438	1.67980201073846	203.496948242188	0
44598	1.63539099693298	0	-17.584463500977	36.1616439819336	1.35124746250732	206.185455322266	0
44599	1.66322457790375	0	-14.702124023438	18.4179878234863	1.74775523591256	235.749145507812	1.80404135284738e-06
44600	2.15193271636963	0	-9.505865478516	32.8946990966797	2.48211674326593	227.393020629883	3.30281011429178e-07
44601	1.92725145816803	0	-13.227850341797	41.9698715209961	1.88104896592299	215.544586181641	0
44602	1.84451675415039	0	-7.80847778320299	36.660514831543	3.10623853893084	234.811981201172	0
44603	1.09249603748322	0	-5.81839599609396	18.8637809753418	3.77921105933907	256.738220214844	0
44604	1.85520672798157	0	-3.97006835937498	43.632640838623	4.08519769415618	233.771041870117	0
44605	1.58634734153748	0	-7.90646972656197	46.6019515991211	2.99701219667393	223.670883178711	0
44606	2.26361227035522	0	-8.41925659179697	48.5555458068848	2.74843353073901	223.69645690918	0
44607	2.1141152381897	0	-7.64227905273395	50.0791244506836	3.06307214015445	225.502212524414	0
44608	2.47816729545593	0	-6.70389404296896	48.9071350097656	3.22100004066946	225.138946533203	0
44609	2.66804885864258	0	-8.426763916016	53.8841094970703	2.34709590175007	209.595550537109	0
44610	2.26190614700317	0	-11.379797363281	52.990665435791	2.15666209514105	214.736663818359	0
44611	2.07757067680359	0	-7.70984497070299	57.6381607055664	2.94383392060087	219.914413452148	0
44612	1.96009087562561	0	-9.71979370117197	57.2402610778809	2.56445134290132	222.035690307617	0
44613	2.13669109344482	0	-9.19296874999998	60.7092628479004	2.36521348156619	220.849151611328	0
44614	1.9852796792984	0	-7.270178222656	61.3554382324219	2.70227746197399	223.318832397461	0
44615	1.31261444091797	0	-8.86289062499998	58.5734634399414	2.44743549462677	227.661117553711	0
44616	1.98016381263733	0	-9.81467285156197	43.5579795837402	2.56713632941323	243.986190795898	2.27204130472577e-06
44617	3.02764534950256	0	-7.02963867187498	16.2214202880859	3.49003615242919	265.228057861328	8.61851428150356e-06
44618	0.954059660434723	0	-4.78204956054697	69.5934829711914	3.81306971876759	246.074966430664	0
44619	1.42676186561584	0	-4.89267578124998	70.8285064697266	3.87700199157122	241.683227539062	0
44620	2.56319069862366	0	-3.048101806641	52.4197769165039	4.41843250944338	265.524200439453	0
44621	2.64374828338623	0	0.0103088378910456	75.1177597045898	4.9140630377918	254.400650024414	6.65763953596372e-07
44622	3.55037307739258	0	-1.144689941406	90.7394790649414	3.70178159042356	227.588165283203	0
44623	2.97604775428772	0	-1.14920654296895	45.0279922485352	4.67699600354268	254.735733032227	2.0922171491596e-06
44624	3.9503059387207	0	-2.10355224609395	91.8702011108398	3.24309320011325	222.406585693359	0
44625	3.83822011947632	0	0.667657470703034	73.4970245361328	4.95531659328654	244.585830688477	0
44626	3.54709696769714	0	3.64196166992201	71.7681045532227	5.89734079946412	249.795196533203	0
44627	3.59342217445374	0	0.616326904297011	77.5013885498047	4.42610001848077	239.815887451172	1.35161422400011e-06
44628	3.34238767623901	0	-3.41718139648395	105.909469604492	3.14361954694882	219.918380737305	0
44629	1.87926125526428	0	-5.31159057617197	84.4001388549805	3.24164357107584	233.557342529297	3.48189183164828e-07
44630	2.17602062225342	0	-1.24326171874998	72.5185089111328	4.66485290660477	250.267837524414	0
44631	1.79673457145691	0	-1.28406372070299	45.8286781311035	5.11912139398281	267.82763671875	2.35704444801538e-06
44632	1.08216798305511	0	0.424707031250023	62.8975639343262	5.82678154846519	275.1640625	3.17698676452792e-06
44633	1.42194259166718	0	-0.0940917968749773	87.9130401611328	5.06592411507348	260.696258544922	0
44634	1.90881490707397	0	-0.924841308593955	24.2299766540527	5.58772027153664	279.2109375	4.82410188043206e-06
44635	1.84932708740234	0	2.12966308593803	100.428520202637	6.0138858241345	258.567687988281	3.69994066002417e-07
44636	1.64741241931915	0	-0.535681152343955	115.179702758789	4.35192449202002	233.15266418457	0
