wind_speed,mixing/coef_mix_hyp,light/Kw,par_id
0.88271,1.1634e-05,0.23179,p0638
0.82294,8.5887e-05,0.3609,p0639
0.80208,4.5896e-05,0.3316,p0640
0.89449,5.885e-05,0.26533,p0641
1.0759,8.7219e-05,0.31843,p0642
1.0232,9.245e-05,0.33449,p0643
0.99617,8.239e-05,0.22198,p0644
1.1596,2.8867e-05,0.25877,p0645
0.80354,6.5965e-05,0.27255,p0646
0.92302,3.083e-05,0.32316,p0647
1.1977,4.1866e-05,0.2344,p0648
0.9112,8.3538e-06,0.22236,p0649
0.91955,4.9776e-05,0.33652,p0650
1.0446,6.5173e-05,0.34764,p0651
0.91449,2.5766e-06,0.37083,p0652
1.0546,9.8155e-05,0.32418,p0653
0.94706,9.3938e-05,0.36591,p0654
1.1736,4.8344e-05,0.21836,p0655
0.89403,8.605e-05,0.32585,p0656
0.88929,7.9824e-05,0.33529,p0657
0.89991,7.104e-05,0.3065,p0658
0.86569,9.4543e-05,0.34871,p0659
0.91619,7.5432e-06,0.32807,p0660
1.0573,3.8212e-05,0.33328,p0661
0.98547,5.0922e-05,0.31824,p0662
0.99255,2.2679e-05,0.23122,p0663
0.86458,4.1688e-05,0.33518,p0664
1.0352,1.9818e-05,0.35787,p0665
1.1459,7.4903e-05,0.30583,p0666
1.1404,1.5662e-05,0.31,p0667
1.0938,3.1588e-05,0.3434,p0668
0.81045,6.5319e-06,0.33934,p0669
1.0603,1.8297e-05,0.23513,p0670
0.90217,3.0942e-05,0.26164,p0671
0.92038,9.1587e-05,0.2933,p0672
0.91218,7.7587e-05,0.22395,p0673
1.1025,9.5009e-05,0.21654,p0674
0.94461,7.8369e-05,0.30638,p0675
1.1285,1.7165e-05,0.21355,p0676
1.1714,4.0582e-05,0.36221,p0677
0.87983,4.8238e-05,0.35288,p0678
1.1391,6.5015e-05,0.28134,p0679
1.0249,6.1791e-05,0.31175,p0680
1.0752,5.4137e-05,0.24222,p0681
1.0442,4.1228e-05,0.37714,p0682
1.0898,4.6005e-05,0.26353,p0683
0.93525,9.4714e-05,0.30239,p0684
1.0397,3.2007e-05,0.21812,p0685
1.1537,3.9264e-05,0.21236,p0686
1.1817,1.8502e-05,0.22368,p0687
0.86691,7.8587e-05,0.25379,p0688
0.9946,9.3741e-06,0.24932,p0689
1.0588,4.9459e-05,0.31079,p0690
1.1018,3.5691e-06,0.3673,p0691
1.0227,3.8724e-05,0.2529,p0692
0.98015,3.6022e-05,0.3199,p0693
1.009,3.5944e-05,0.32029,p0694
1.1438,8.3774e-05,0.25118,p0695
1.081,7.1382e-05,0.29673,p0696
0.87933,2.786e-05,0.24571,p0697
1.1038,4.6454e-05,0.25737,p0698
1.083,5.7828e-05,0.21522,p0699
0.90662,5.8816e-05,0.30662,p0700
0.80825,7.0743e-06,0.34306,p0701
1.0323,5.7969e-05,0.27367,p0702
1.1757,8.6358e-06,0.37975,p0703
1.0022,4.0504e-05,0.36168,p0704
0.8071,7.9515e-05,0.31796,p0705
0.96156,3.913e-05,0.27537,p0706
0.97608,6.3808e-05,0.21149,p0707
0.89359,8.3486e-05,0.34743,p0708
1.1166,9.3553e-05,0.27619,p0709
1.0791,8.196e-06,0.35618,p0710
1.1646,7.2102e-05,0.3096,p0711
0.98489,7.162e-05,0.29799,p0712
0.94534,5.1917e-05,0.37641,p0713
1.1826,8.9103e-05,0.37696,p0714
1.1898,9.8756e-05,0.2451,p0715
0.82489,8.0989e-05,0.37898,p0716
0.97772,5.5097e-06,0.37887,p0717
1.1423,7.8913e-05,0.2414,p0718
0.93099,4.9002e-05,0.21844,p0719
1.0763,4.9644e-05,0.36324,p0720
0.83385,7.7897e-05,0.20537,p0721
1.149,4.5552e-05,0.22639,p0722
1.0845,5.8818e-06,0.37913,p0723
0.85975,7.6677e-06,0.31145,p0724
1.039,8.6351e-05,0.30195,p0725
1.1306,6.219e-05,0.32624,p0726
1.0454,2.131e-05,0.26894,p0727
1.0648,6.0342e-05,0.34085,p0728
0.85207,3.1683e-05,0.37739,p0729
0.96901,8.4431e-06,0.25606,p0730
1.0525,2.0756e-05,0.31981,p0731
1.0067,1.3168e-05,0.34558,p0732
1.1945,4.0808e-05,0.33318,p0733
0.93333,3.3344e-05,0.35276,p0734
0.90513,4.2226e-05,0.33708,p0735
0.82236,4.9124e-05,0.33235,p0736
0.87026,6.8432e-05,0.26719,p0737
0.83083,1.3586e-05,0.30484,p0738
0.97518,1.6751e-06,0.31678,p0739
0.83195,6.6292e-05,0.34951,p0740
0.89682,7.1171e-05,0.20765,p0741
1.0764,3.7159e-05,0.37352,p0742
1.0191,8.451e-05,0.2305,p0743
0.99428,2.408e-05,0.37857,p0744
0.92955,2.9753e-05,0.36647,p0745
0.82593,9.4614e-05,0.24684,p0746
1.1186,8.1358e-05,0.28774,p0747
0.87675,4.5083e-05,0.22113,p0748
1.1363,3.7322e-05,0.24284,p0749
1.0503,3.0701e-05,0.29845,p0750
0.96836,1.8207e-05,0.34193,p0751
0.99727,2.2015e-05,0.36535,p0752
0.97249,5.8604e-05,0.29815,p0753
1.1319,6.9639e-05,0.24039,p0754
1.1567,1.9733e-05,0.20368,p0755
1.1985,3.6725e-05,0.22539,p0756
0.86855,9.46e-06,0.23949,p0757
0.85662,9.9661e-06,0.27567,p0758
1.1418,5.7851e-05,0.21884,p0759
1.0002,1.1118e-05,0.30125,p0760
1.0111,1.3464e-06,0.25016,p0761
0.96925,3.2887e-05,0.27226,p0762
0.88159,3.1462e-05,0.36104,p0763
1.0417,6.896e-05,0.36026,p0764
1.077,9.8555e-05,0.2129,p0765
1.0637,6.0245e-05,0.29508,p0766
0.91246,6.4781e-05,0.21921,p0767
0.89538,1.1425e-05,0.31955,p0768
1.0149,7.2843e-05,0.34372,p0769
0.88872,9.2803e-05,0.24242,p0770
1.1939,3.4185e-05,0.28584,p0771
1.0499,9.1229e-05,0.3427,p0772
1.1829,6.7162e-05,0.32456,p0773
0.90716,3.5646e-05,0.28405,p0774
0.97399,7.0148e-05,0.34324,p0775
1.1482,3.2077e-05,0.27301,p0776
0.96661,6.4166e-05,0.22712,p0777
0.90132,6.2071e-05,0.32872,p0778
1.005,6.309e-05,0.373,p0779
1.1232,2.4277e-05,0.20903,p0780
0.8167,7.1028e-07,0.30094,p0781
1.116,1.3809e-05,0.37502,p0782
1.1607,9.028e-05,0.26612,p0783
0.9349,6.0064e-05,0.24481,p0784
0.83271,1.5045e-05,0.37554,p0785
1.07,9.9992e-05,0.22308,p0786
0.90289,6.5044e-05,0.22775,p0787
1.1884,6.6479e-05,0.24605,p0788
0.84863,6.8347e-05,0.2089,p0789
0.85747,8.1504e-05,0.30147,p0790
1.1811,2.33e-05,0.23509,p0791
0.93997,4.3094e-05,0.34937,p0792
0.81961,1.348e-05,0.27081,p0793
1.0173,8.6882e-05,0.28867,p0794
1.0538,7.5546e-05,0.25931,p0795
1.0492,8.7315e-05,0.22967,p0796
1.1365,4.7635e-05,0.27816,p0797
0.97823,9.6451e-05,0.20392,p0798
1.1468,3.7181e-05,0.35456,p0799
1.1777,2.8439e-05,0.31857,p0800
1.1799,5.8369e-05,0.25817,p0801
1.0269,1.3949e-05,0.21028,p0802
1.1781,2.9642e-05,0.32559,p0803
0.97532,9.7958e-05,0.23435,p0804
1.1222,8.7082e-05,0.24539,p0805
0.88765,4.5265e-05,0.20017,p0806
1.0467,6.995e-05,0.26008,p0807
0.83647,5.0789e-05,0.21626,p0808
0.84583,1.0096e-06,0.32923,p0809
0.90847,1.0626e-05,0.28939,p0810
1.1619,9.4903e-05,0.30867,p0811
0.81257,5.7323e-05,0.24419,p0812
0.81289,4.453e-05,0.29438,p0813
1.0919,3.8368e-05,0.36935,p0814
1.1452,4.4168e-05,0.25075,p0815
0.84657,9.3667e-05,0.35363,p0816
1.1199,4.1966e-05,0.35783,p0817
0.86111,1.7673e-05,0.28484,p0818
1.0629,2.3087e-06,0.29383,p0819
1.0032,8.5106e-05,0.31529,p0820
0.95688,9.0151e-05,0.27142,p0821
0.97887,3.8815e-07,0.32208,p0822
1.0786,2.5267e-05,0.37693,p0823
0.89169,2.9405e-06,0.33415,p0824
0.85096,7.5462e-05,0.21721,p0825
0.87379,1.6135e-05,0.23163,p0826
0.8057,8.958e-05,0.27638,p0827
1.0365,5.3857e-05,0.37466,p0828
0.86655,4.0091e-05,0.35705,p0829
0.97282,9.1823e-06,0.22996,p0830
1.1065,3.2775e-05,0.27352,p0831
0.84477,7.3864e-05,0.27876,p0832
0.82414,3.2546e-05,0.33035,p0833
1.1907,9.7875e-05,0.2883,p0834
1.0099,4.7328e-05,0.31231,p0835
0.95962,1.6595e-05,0.22075,p0836
0.97745,7.4335e-05,0.32224,p0837
0.98577,3.5001e-05,0.23769,p0838
1.1123,6.0577e-05,0.26795,p0839
1.0903,9.3814e-05,0.28413,p0840
0.88624,5.2211e-05,0.37791,p0841
1.118,5.2871e-05,0.27185,p0842
0.85055,2.5455e-05,0.30743,p0843
0.86956,5.2757e-05,0.35385,p0844
0.8178,1.6243e-05,0.3403,p0845
0.94203,1.0259e-05,0.20426,p0846
1.0157,1.8744e-05,0.25079,p0847
1.017,9.7056e-05,0.36383,p0848
1.1982,7.6227e-05,0.34592,p0849
0.81567,6.7801e-05,0.30886,p0850
0.96721,6.0039e-05,0.31948,p0851
1.0972,2.6562e-05,0.32343,p0852
0.80394,3.992e-05,0.22019,p0853
0.83063,1.2763e-05,0.3282,p0854
0.9576,3.456e-05,0.25802,p0855
0.90107,5.0566e-05,0.20684,p0856
0.94038,4.1134e-05,0.32865,p0857
0.95413,6.3308e-05,0.33106,p0858
0.80255,1.9328e-05,0.20201,p0859
0.82736,5.0418e-05,0.28845,p0860
1.0541,2.2513e-05,0.36561,p0861
1.0194,9.9729e-05,0.21977,p0862
1.0776,3.8937e-05,0.23249,p0863
1.0732,1.323e-05,0.20719,p0864
0.9794,8.2917e-05,0.29768,p0865
1.0302,2.5556e-05,0.28105,p0866
0.83297,1.4202e-05,0.26932,p0867
1.1888,9.1484e-05,0.3378,p0868
1.1694,4.6989e-05,0.28733,p0869
0.80988,9.7576e-05,0.31585,p0870
0.96628,7.1941e-05,0.24816,p0871
0.96042,5.1698e-05,0.23738,p0872
0.85401,2.2147e-05,0.36293,p0873
1.0961,6.1105e-05,0.34125,p0874
1.1681,7.1002e-05,0.2166,p0875
0.91731,4.8456e-05,0.37822,p0876
0.8348,9.9677e-05,0.23653,p0877
1.1917,1.5802e-05,0.2292,p0878
1.1902,7.1801e-05,0.22746,p0879
1.1847,4.7198e-05,0.29361,p0880
0.9007,5.6936e-05,0.31131,p0881
0.85915,8.3941e-05,0.32385,p0882
0.85158,1.5409e-05,0.22303,p0883
0.80489,8.7972e-05,0.20463,p0884
0.89209,2.459e-05,0.2372,p0885
1.0582,5.4516e-05,0.25038,p0886
1.1043,5.4569e-05,0.27762,p0887
1.1526,5.6087e-05,0.30218,p0888
1.0951,8.0994e-07,0.2346,p0889
1.0878,2.1274e-05,0.35508,p0890
1.0404,7.4173e-05,0.35349,p0891
1.1922,5.7374e-05,0.30321,p0892
0.94179,7.231e-06,0.34499,p0893
1.0922,5.8058e-05,0.3506,p0894
0.83992,8.1822e-05,0.36112,p0895
0.88232,3.3612e-05,0.37041,p0896
0.93645,1.5928e-05,0.28308,p0897
0.92257,7.5228e-05,0.29422,p0898
1.0596,1.899e-05,0.37959,p0899
1.1021,7.3804e-05,0.21049,p0900
1.0486,2.8709e-06,0.27798,p0901
1.1836,8.2507e-05,0.33634,p0902
1.062,7.8492e-05,0.29467,p0903
1.1816,9.1054e-05,0.31209,p0904
0.91688,7.4236e-05,0.35184,p0905
0.99211,8.3684e-05,0.37488,p0906
0.96847,2.31e-05,0.26989,p0907
1.0119,3.7612e-06,0.30174,p0908
0.96686,8.2116e-05,0.36652,p0909
0.93748,8.0588e-05,0.29887,p0910
1.1158,6.5265e-05,0.24663,p0911
1.1702,2.3768e-05,0.22681,p0912
0.94976,1.5505e-05,0.26323,p0913
0.92663,3.1771e-05,0.20551,p0914
1.0203,2.4734e-05,0.33827,p0915
0.97123,5.331e-05,0.33899,p0916
1.1008,7.2812e-05,0.28714,p0917
1.1751,4.8682e-05,0.21442,p0918
1.1792,3.6131e-05,0.22038,p0919
1.024,2.0295e-05,0.25436,p0920
0.94428,4.042e-05,0.2361,p0921
0.85639,3.5174e-05,0.24281,p0922
0.80675,5.8281e-05,0.23028,p0923
0.87918,1.7932e-05,0.27597,p0924
1.1746,5.3611e-06,0.30838,p0925
0.95868,6.3678e-05,0.30019,p0926
1.1464,8.9552e-06,0.24395,p0927
1.0965,7.3666e-05,0.37817,p0928
0.89936,8.8364e-06,0.33729,p0929
1.1532,2.6918e-05,0.27032,p0930
0.92376,5.9004e-05,0.34862,p0931
1.0055,5.4407e-06,0.2743,p0932
0.86058,9.6334e-05,0.3566,p0933
0.80307,1.9527e-05,0.30766,p0934
1.1205,5.7581e-05,0.26444,p0935
1.1111,1.8422e-05,0.22765,p0936
0.97469,1.436e-05,0.25712,p0937
1.1081,2.018e-05,0.30533,p0938
1.1487,3.2355e-05,0.34285,p0939
0.96305,8.5269e-05,0.21316,p0940
1.1428,4.5833e-05,0.24974,p0941
1.1503,7.2164e-05,0.32988,p0942
0.81524,3.3999e-05,0.34181,p0943
1.1395,7.0735e-05,0.24197,p0944
0.98114,4.7786e-05,0.20312,p0945
1.1651,1.5358e-06,0.23846,p0946
0.9875,1.0487e-05,0.29284,p0947
1.1379,8.0902e-05,0.29175,p0948
0.89588,2.2885e-05,0.31351,p0949
0.88281,7.9979e-06,0.26956,p0950
0.83017,1.2045e-05,0.28448,p0951
1.174,5.9213e-05,0.32841,p0952
1.0714,1.9608e-05,0.20659,p0953
1.1346,3.0353e-05,0.26056,p0954
0.96514,7.041e-05,0.20963,p0955
0.90986,9.7633e-05,0.28262,p0956
0.8594,7.8199e-05,0.22444,p0957
0.94083,5.011e-05,0.29059,p0958
1.0128,1.4773e-05,0.23233,p0959
1.0459,6.7902e-05,0.3689,p0960
0.95625,8.8838e-05,0.33024,p0961
0.80144,3.1321e-05,0.22972,p0962
1.0706,1.2454e-05,0.29018,p0963
0.84296,6.1924e-05,0.34136,p0964
1.0661,6.1038e-05,0.33274,p0965
0.89612,3.7764e-05,0.34693,p0966
1.1551,2.6601e-05,0.33006,p0967
1.1272,5.947e-05,0.23351,p0968
1.1143,8.1968e-05,0.28384,p0969
0.91662,5.5483e-05,0.20947,p0970
0.84508,4.3238e-05,0.29958,p0971
1.0285,6.0876e-05,0.26479,p0972
1.0739,9.4447e-05,0.36192,p0973
0.90429,3.2214e-05,0.22884,p0974
0.88802,1.5379e-05,0.28618,p0975
1.1627,3.6067e-06,0.20137,p0976
1.0283,7.1411e-06,0.32466,p0977
0.99018,8.969e-05,0.27323,p0978
0.87818,4.296e-05,0.25785,p0979
1.1664,3.0995e-05,0.24794,p0980
0.91358,7.167e-05,0.36368,p0981
1.0093,9.2043e-05,0.35084,p0982
0.9342,6.7601e-05,0.36334,p0983
0.84813,1.9462e-05,0.28629,p0984
1.1688,8.859e-05,0.30005,p0985
0.88902,3.3469e-05,0.32789,p0986
0.98654,1.5727e-05,0.30896,p0987
0.8817,6.3139e-05,0.25108,p0988
0.99485,4.7948e-05,0.21416,p0989
1.0362,6.155e-05,0.29752,p0990
1.1589,8.6148e-05,0.31901,p0991
0.921,7.9815e-05,0.35139,p0992
1.1963,8.3262e-05,0.35984,p0993
0.96401,5.5294e-05,0.23205,p0994
1.1242,7.8053e-05,0.33569,p0995
1.1474,1.8894e-05,0.37982,p0996
0.94367,5.9135e-05,0.23969,p0997
1.0652,9.8391e-05,0.27698,p0998
0.90889,1.2563e-05,0.27952,p0999
0.98377,9.5881e-06,0.30281,p1000
