wind_speed,mixing/coef_mix_hyp,mixing/coef_mix_KH,meteorology/cd,par_id
1.0584,0.0095857,0.26909,0.00046947,p0540
0.86795,0.0086718,0.17777,0.0011759,p0541
0.95144,0.0074264,0.28761,0.00094133,p0542
1.0415,0.0098376,0.30343,0.0018104,p0543
1.0248,0.0062541,0.70233,0.0013253,p0544
1.0295,0.0053034,0.23173,0.00075273,p0545
0.83171,0.003359,0.73726,0.0019735,p0546
1.1218,0.00243,0.38388,0.0012877,p0547
0.9753,0.0023536,0.59339,0.0014561,p0548
0.8156,0.0033994,0.42008,0.00057072,p0549
0.9736,0.0057926,0.55174,0.001494,p0550
1.0828,0.0027057,0.59855,0.0011963,p0551
1.1281,0.0018818,0.46811,0.0014464,p0552
1.1122,0.009734,0.63591,0.0018806,p0553
0.95249,0.0024006,0.29878,0.00033532,p0554
1.0181,0.0027616,0.50549,0.0013473,p0555
1.1686,0.00058137,0.72235,0.0013807,p0556
1.1612,0.0045889,0.60491,0.0011817,p0557
0.84001,0.0031847,0.48134,0.00038338,p0558
1.0711,0.0033124,0.66093,0.0011301,p0559
1.1537,0.0019598,0.81917,0.0014217,p0560
1.1793,0.0051468,0.71807,0.0013416,p0561
1.0019,0.0093506,0.12188,0.0006388,p0562
0.97566,0.0029446,0.67344,0.0011876,p0563
0.91375,0.00040147,0.52823,0.00093038,p0564
0.87459,0.0088148,0.66553,0.00049655,p0565
1.1381,0.0052559,0.80622,0.00038995,p0566
0.85916,0.0057322,0.10506,0.00091751,p0567
1.1304,0.0046239,0.78112,0.00061147,p0568
0.86831,0.0071302,0.13973,0.00017549,p0569
0.99882,0.0039902,0.80506,0.00070234,p0570
1.0682,0.0087784,0.57295,0.00014959,p0571
1.0783,0.0017415,0.63344,0.0013906,p0572
1.0579,0.0055593,0.75757,0.00010735,p0573
0.86468,0.0043362,0.13805,0.00089333,p0574
1.0164,0.0086102,0.37159,0.0015906,p0575
1.0078,0.0064807,0.22086,0.0015791,p0576
0.98055,0.0014945,0.25042,0.00045128,p0577
1.0548,0.0079081,0.78895,0.0019905,p0578
1.0065,0.0013601,0.7576,0.0009633,p0579
0.87748,0.0093823,0.78976,0.00088339,p0580
1.146,0.0016824,0.70355,0.0014508,p0581
1.0587,0.0038379,0.7532,0.00063646,p0582
0.88286,0.0070408,0.48898,0.0012636,p0583
0.98838,0.0088019,0.61781,0.0011519,p0584
1.047,0.007641,0.42993,0.00064049,p0585
0.82942,0.0059567,0.36202,0.0014108,p0586
0.84619,0.0068458,0.1584,0.0004102,p0587
0.80606,0.0098896,0.17105,0.00055165,p0588
0.84793,0.0087005,0.73552,0.00086092,p0589
0.99633,0.0047972,0.38642,0.00041831,p0590
0.90222,0.0080943,0.13433,0.0012844,p0591
0.91972,0.0026698,0.48677,0.0014019,p0592
1.19,0.0071749,0.84574,0.00091382,p0593
1.0757,0.0060727,0.22019,0.0015754,p0594
0.83137,0.0023449,0.82112,0.0017637,p0595
1.0828,0.0070899,0.86509,0.00072418,p0596
0.80519,0.0066431,0.21863,0.00048896,p0597
1.1986,0.0034298,0.77133,0.0016704,p0598
1.1716,0.0067769,0.844,0.00095329,p0599
0.9481,0.0038803,0.41181,0.00027258,p0600
0.97479,0.0017933,0.62214,0.00077069,p0601
1.0223,0.0069121,0.23933,0.00043905,p0602
1.0674,0.0072817,0.33245,0.0013497,p0603
1.0238,0.0044114,0.50996,0.00031567,p0604
0.83006,0.0021587,0.11917,0.001504,p0605
1.1576,0.0051954,0.84652,0.0015558,p0606
1.1276,0.0054214,0.22328,0.0011673,p0607
0.88969,0.00042508,0.75533,0.0019386,p0608
0.95434,0.0072625,0.20244,0.00035803,p0609
0.8184,0.00079975,0.5301,0.0015219,p0610
0.89244,0.009599,0.32179,0.0010153,p0611
1.1204,0.0032034,0.39183,0.0018937,p0612
0.82222,0.0074581,0.39561,0.00027021,p0613
1.1801,0.00088568,0.19757,0.0016077,p0614
0.87314,0.0059616,0.22866,0.0019167,p0615
0.87163,0.0053767,0.41076,0.00045908,p0616
0.96416,0.0071973,0.5618,0.0015092,p0617
0.87366,0.0015842,0.43976,0.00038847,p0618
1.1048,0.0010243,0.1888,0.0011482,p0619
0.81758,0.0049959,0.63642,0.00094327,p0620
0.99136,0.0071564,0.26481,0.0015603,p0621
0.93935,0.0045724,0.51074,0.00016573,p0622
0.9713,0.0079216,0.33353,0.00058397,p0623
1.0039,0.0031221,0.30824,0.0018612,p0624
0.81371,0.0059414,0.65845,0.00037071,p0625
0.82316,0.00012718,0.84224,0.0012084,p0626
1.0804,0.0049393,0.24516,0.0009054,p0627
1.04,0.0021456,0.58047,0.0018361,p0628
0.94487,0.0017609,0.53608,0.00033746,p0629
1.1677,0.00078664,0.32366,0.00046811,p0630
0.82888,0.0064685,0.40199,0.0016187,p0631
0.94292,0.00092874,0.64143,0.0019883,p0632
0.8565,0.0023991,0.68593,0.0014385,p0633
0.97973,0.0097588,0.47163,0.0019017,p0634
1.0887,0.0030752,0.72861,0.0016661,p0635
1.0328,0.0024451,0.86272,0.00035467,p0636
0.8714,0.0018439,0.85777,0.00069154,p0637
0.99965,0.0034013,0.44996,0.0011202,p0638
1.1671,0.0098955,0.49544,0.0014967,p0639
0.82081,0.0055928,0.23738,0.0010262,p0640
0.87679,0.0090739,0.50745,0.00017798,p0641
1.139,0.0089055,0.19163,0.00054024,p0642
1.1791,0.0014094,0.12537,0.0014157,p0643
1.0744,0.0095319,0.36636,0.00076588,p0644
0.90897,0.0067859,0.30101,0.00020355,p0645
1.0853,0.0017131,0.41294,0.0017328,p0646
0.92884,0.0080572,0.88496,0.0017799,p0647
1.1711,0.0055655,0.56664,0.0018261,p0648
0.81888,0.0087904,0.3981,0.0016227,p0649
0.98865,0.0066101,0.73217,0.0011864,p0650
0.90076,0.0061118,0.17127,0.00040728,p0651
0.81696,0.0023646,0.79365,0.0017608,p0652
1.0126,0.0034353,0.30496,0.0014598,p0653
0.94072,0.0004646,0.60627,0.0019284,p0654
1.012,0.00843,0.74911,0.00052013,p0655
0.9902,0.00031642,0.60195,0.0012483,p0656
0.89732,0.007331,0.37789,0.0016753,p0657
0.94323,0.0036664,0.25666,0.001862,p0658
0.84351,0.00010626,0.18901,0.0015802,p0659
0.80737,0.0015678,0.56999,0.0012019,p0660
0.97849,0.0026007,0.38784,0.00029647,p0661
1.1356,0.0022147,0.69414,0.00020601,p0662
1.1508,0.0065567,0.64843,0.0018231,p0663
0.80287,0.0071693,0.49897,0.00015379,p0664
1.1151,0.008864,0.51698,0.0012596,p0665
1.1961,0.0078368,0.59658,0.0008889,p0666
0.95355,0.00050199,0.21645,0.0014762,p0667
0.85498,0.0091862,0.45688,0.0012517,p0668
1.1471,0.0015255,0.63091,0.001528,p0669
0.86851,0.0046579,0.35978,0.0015054,p0670
1.1895,0.0042018,0.37639,0.00084747,p0671
0.90361,0.0090187,0.58357,0.00083811,p0672
1.1246,0.0080007,0.29371,0.0018192,p0673
1.0401,0.0058451,0.67138,0.0012156,p0674
0.98438,0.0020612,0.60996,0.0010879,p0675
1.0619,0.0013173,0.207,0.0011421,p0676
1.1461,0.0071017,0.27855,0.0012332,p0677
0.9946,0.0036018,0.83506,0.00073799,p0678
1.0909,0.0059254,0.79124,0.00079988,p0679
0.88019,0.0039532,0.69679,0.0013093,p0680
0.96323,0.0092317,0.29273,0.0013956,p0681
1.1166,0.0010353,0.70952,0.0014926,p0682
0.93124,0.0092189,0.61172,0.00075871,p0683
0.91034,0.0034473,0.67748,0.00063,p0684
0.98759,0.0054434,0.25819,0.00092511,p0685
0.95964,0.0022989,0.7879,0.001367,p0686
0.94396,0.0054919,0.17987,0.00176,p0687
0.87835,0.0032286,0.70963,0.0010704,p0688
1.1257,0.0094511,0.5263,0.0015204,p0689
0.93711,0.0048396,0.73961,0.0010779,p0690
0.98082,0.0099301,0.84528,0.00061389,p0691
0.83281,0.0012107,0.14052,0.00096045,p0692
1.1502,0.00056472,0.67912,0.0015267,p0693
0.97079,0.0082358,0.47025,0.00049782,p0694
1.1689,0.0029984,0.44591,0.00093623,p0695
1.1255,0.00095632,0.21109,0.001563,p0696
0.97916,0.0075257,0.84278,0.0015836,p0697
0.93842,0.0076688,0.70714,0.00061087,p0698
1.0874,0.007233,0.45886,0.00041405,p0699
0.84585,0.0078869,0.37211,0.0005971,p0700
1.0381,0.0036323,0.78413,0.0017572,p0701
1.0457,0.0066962,0.12693,0.001783,p0702
1.0145,0.002132,0.47478,0.00055899,p0703
1.059,0.0040202,0.80417,0.00018959,p0704
1.184,0.0011779,0.39378,0.00034938,p0705
0.88143,0.0051792,0.12003,0.0014805,p0706
0.97182,0.009081,0.44682,0.00054131,p0707
1.1595,0.0021118,0.41692,0.00025695,p0708
1.0227,0.001458,0.39655,0.00027956,p0709
1.1028,0.007874,0.68973,0.00092243,p0710
1.0045,0.0020461,0.46086,0.0018553,p0711
0.94203,0.0048012,0.37512,0.001355,p0712
0.89129,0.0045002,0.57093,0.00031451,p0713
1.185,0.0066888,0.87694,0.00041963,p0714
1.0517,0.0073764,0.23344,0.0014964,p0715
1.108,0.0065364,0.15609,0.00072914,p0716
1.0279,0.0012523,0.1951,0.00066985,p0717
1.1966,0.0026258,0.3993,0.00090623,p0718
1.1289,0.0007282,0.1472,0.0015127,p0719
1,0.0021896,0.30962,0.00083213,p0720
0.90034,0.0041712,0.4074,0.0013436,p0721
1.0196,0.0052891,0.88693,0.00044921,p0722
1.1725,0.0085732,0.82872,0.0016367,p0723
1.1438,0.0096099,0.89845,0.00043687,p0724
0.83642,0.0074048,0.56778,0.0003305,p0725
0.86059,0.008728,0.65418,0.0015326,p0726
1.1751,0.0042917,0.25128,0.00019594,p0727
1.1394,0.0054361,0.65602,0.0014873,p0728
0.86512,0.005346,0.82451,0.00026686,p0729
1.1431,0.0037225,0.2839,0.0015109,p0730
0.89995,0.0021027,0.52177,0.00069446,p0731
0.82843,0.0043216,0.44831,0.0010664,p0732
1.1335,0.008966,0.32451,0.00082173,p0733
0.97724,0.0079885,0.10018,0.00043604,p0734
1.1286,0.002788,0.42787,0.0016918,p0735
1.0706,0.0042327,0.19644,0.00064833,p0736
0.91471,0.0090967,0.20591,0.00057632,p0737
0.96547,0.0061511,0.42822,0.0010766,p0738
1.0349,0.0016733,0.416,0.0010545,p0739
1.1453,0.0095576,0.50862,0.0016024,p0740
1.1237,0.0076854,0.53382,0.0018897,p0741
1.0385,0.00033016,0.41499,0.00042291,p0742
0.91641,0.003907,0.13493,0.00017262,p0743
1.0554,0.0021646,0.35783,0.0016269,p0744
1.0264,0.0020867,0.88829,0.0011358,p0745
1.1878,0.0075565,0.54867,0.00067441,p0746
0.84719,0.0012638,0.85295,0.00088826,p0747
1.0114,0.0073202,0.27182,0.0011441,p0748
0.91905,0.0085639,0.29109,0.00040815,p0749
1.0023,0.0099598,0.14593,0.0019455,p0750
1.0463,0.0081443,0.59253,0.0015445,p0751
1.0569,0.0054875,0.58708,0.0012756,p0752
1.1819,0.0072017,0.89301,0.00096634,p0753
1.1659,0.0045568,0.34106,0.00012761,p0754
1.0059,1.2484e-05,0.81441,0.0014014,p0755
0.89442,0.0046431,0.60931,0.0019952,p0756
1.1676,0.0029615,0.79277,0.00064985,p0757
1.1203,0.0092659,0.36861,0.00022774,p0758
0.82492,0.0056858,0.37546,0.0019436,p0759
0.93423,0.0046864,0.54084,0.0006723,p0760
0.94964,0.0087476,0.13916,0.0006831,p0761
1.025,0.0035401,0.49837,0.0019979,p0762
0.82448,0.0067535,0.88372,0.0011409,p0763
0.928,0.00446,0.83352,0.0019077,p0764
0.99562,0.0084303,0.34019,0.001464,p0765
0.86567,0.0061031,0.69828,0.00021021,p0766
1.0685,0.0093157,0.30049,0.001486,p0767
1.0336,0.0047816,0.20039,0.00074431,p0768
0.90292,0.0042471,0.76658,0.0018142,p0769
1.0776,0.002551,0.65505,0.0012543,p0770
0.88549,0.0093696,0.16419,0.00070753,p0771
0.82376,0.0063445,0.78204,0.00086826,p0772
0.90165,0.0013066,0.31561,0.00050388,p0773
1.145,0.0054082,0.75423,0.0013641,p0774
1.1806,0.0077029,0.67546,0.00032072,p0775
1.1372,0.0071179,0.8922,0.0015651,p0776
1.0388,0.0045922,0.29704,0.00021839,p0777
1.006,0.0036973,0.11404,0.0010462,p0778
1.1755,0.00052278,0.69541,0.00012586,p0779
0.94644,0.0025916,0.58439,0.00082882,p0780
0.9318,0.009123,0.62143,0.00052698,p0781
0.91841,0.0095245,0.66953,0.0013877,p0782
0.91805,0.0077988,0.17668,0.00075487,p0783
1.1084,0.0064743,0.8406,0.00069956,p0784
1.0898,0.0083212,0.82923,0.0013691,p0785
1.1735,0.002861,0.49042,0.00054425,p0786
1.0858,0.0022633,0.74473,0.0016415,p0787
1.1297,0.0033805,0.34935,0.0018535,p0788
0.85365,0.0042705,0.75493,0.0018968,p0789
0.85248,0.0088587,0.51418,0.00079424,p0790
1.1061,0.00148,0.42106,0.0017886,p0791
0.91537,0.0051077,0.71722,0.00093231,p0792
0.80019,0.0068358,0.29534,0.001218,p0793
1.0608,0.0075974,0.19393,0.00065664,p0794
1.0532,0.0055462,0.58162,0.00089164,p0795
1.1119,0.0045457,0.37003,0.0019268,p0796
0.94796,0.00026548,0.79974,0.0014839,p0797
0.80555,0.0046927,0.77583,0.00022473,p0798
1.0676,0.0085919,0.12896,0.0015613,p0799
0.8348,0.00090809,0.3952,0.00079584,p0800
1.1418,0.0049406,0.8153,0.00071799,p0801
0.85823,0.0013428,0.8502,0.0019358,p0802
1.0112,0.0070012,0.87096,0.0011681,p0803
1.1011,0.0042519,0.89531,0.00026148,p0804
0.93218,0.0082725,0.41599,0.0011047,p0805
0.84519,0.0065098,0.35313,0.0010338,p0806
0.826,0.0060919,0.61445,0.0015385,p0807
1.1875,0.0073933,0.38874,0.0015497,p0808
0.86242,0.003141,0.74068,0.00044523,p0809
1.0547,0.00015642,0.39233,0.00082418,p0810
1.01,0.0011234,0.11536,0.0013146,p0811
0.86369,0.0090505,0.18742,0.0017654,p0812
1.067,0.0045113,0.72939,0.0017708,p0813
1.0732,0.007808,0.72255,0.0016627,p0814
0.96386,0.0086406,0.38542,0.00076111,p0815
0.9244,0.0093445,0.56545,0.00026503,p0816
0.86295,0.0062218,0.13254,0.0016305,p0817
0.84425,0.007412,0.62272,0.00098277,p0818
0.88274,0.0059831,0.70594,0.0003477,p0819
1.0952,0.0023047,0.21426,0.0010515,p0820
1.0833,0.0038587,0.43643,0.0016864,p0821
1.0214,0.008206,0.45204,0.00094604,p0822
0.97,0.0066294,0.5428,0.0001775,p0823
1.0927,0.004891,0.82183,0.0010682,p0824
0.81634,0.0097429,0.24133,0.0018175,p0825
0.99921,0.0062007,0.77333,0.0011906,p0826
0.93572,0.0035989,0.59823,0.00098972,p0827
0.88084,0.0098108,0.2829,0.0013057,p0828
0.958,0.0078203,0.80953,0.0010985,p0829
0.83584,0.0015187,0.37117,0.00078836,p0830
0.97838,0.0065142,0.2183,0.0015998,p0831
0.81297,0.0020195,0.30945,0.0014722,p0832
1.1649,0.0025816,0.66057,0.0016241,p0833
0.9616,0.0061299,0.83059,0.0006595,p0834
1.1318,0.0070397,0.8192,0.0019394,p0835
1.1497,0.0050609,0.72685,0.00079153,p0836
0.82772,0.0024318,0.28071,0.001042,p0837
1.0408,0.0049622,0.27625,0.00047893,p0838
0.90815,0.0079179,0.10401,0.001138,p0839
1.1762,0.0083145,0.38933,0.0016524,p0840
0.83723,0.0069962,0.71054,0.00062376,p0841
1.0082,6.3294e-05,0.52664,0.0001348,p0842
0.85116,0.0028713,0.777,0.00022554,p0843
1.0129,0.0082864,0.72373,0.00045974,p0844
0.86215,0.008419,0.79641,0.00095548,p0845
1.0286,0.0055223,0.45281,0.0018798,p0846
0.9877,0.0027782,0.78503,0.0010375,p0847
1.0107,0.00099839,0.46932,0.00063303,p0848
0.90085,4.4935e-05,0.62984,0.00016939,p0849
0.89334,0.0018733,0.18381,0.001397,p0850
0.80269,0.0059387,0.18519,0.00040468,p0851
1.1747,2.7898e-05,0.31781,0.0010737,p0852
0.96503,0.0026915,0.87587,0.00072865,p0853
0.82241,0.0064424,0.77603,0.0016719,p0854
1.0981,0.0046126,0.73601,0.00097588,p0855
0.90749,0.0090239,0.44074,0.00079811,p0856
1.0435,0.0064283,0.67213,0.00030569,p0857
0.80175,0.0091685,0.42609,0.0010895,p0858
0.93759,0.0035696,0.31974,0.0015383,p0859
1.1602,0.0067406,0.36776,0.0013336,p0860
0.8725,0.0065449,0.24012,0.0016987,p0861
1.1813,0.0062771,0.63686,0.0010028,p0862
0.93306,0.0042827,0.14905,0.0017352,p0863
0.90124,0.0097064,0.43202,0.00039452,p0864
0.85428,0.0039354,0.23246,0.00032008,p0865
0.89533,0.0069858,0.87169,0.0011528,p0866
1.1424,0.0033778,0.46036,0.00020022,p0867
0.8407,0.00066307,0.68908,0.0017871,p0868
0.91111,0.0014315,0.85177,0.0013579,p0869
0.87404,0.0063826,0.32924,0.00014083,p0870
1.0124,0.0080285,0.15272,0.0011793,p0871
1.1271,0.0053193,0.18111,0.0010301,p0872
1.0466,0.0013336,0.12351,0.001821,p0873
1.0358,0.0098642,0.70249,0.00015811,p0874
1.0696,0.0046342,0.7189,0.001134,p0875
1.0808,0.0019192,0.58911,0.00031076,p0876
1.0702,0.00059907,0.56062,0.00071335,p0877
0.81527,0.0082921,0.65805,0.00085171,p0878
1.0135,0.0064192,0.8379,0.0016889,p0879
1.1571,0.0084468,0.61693,0.0017273,p0880
0.99082,0.0076159,0.5505,0.0011718,p0881
1.0219,0.0074497,0.10689,0.0015922,p0882
0.83796,0.0052053,0.11499,0.0014439,p0883
1.1324,0.0036593,0.42492,0.00037231,p0884
0.94737,0.0041124,0.77363,0.00070927,p0885
1.1104,0.0086263,0.75227,0.00057205,p0886
1.1134,0.0016132,0.87464,0.0014229,p0887
0.94869,0.0052477,0.83955,0.0018347,p0888
1.1956,0.0026501,0.62356,0.00059781,p0889
0.91276,0.0055144,0.3901,0.00015891,p0890
0.97625,0.0061935,0.13758,0.0016468,p0891
0.96128,0.0037026,0.43086,0.00077819,p0892
1.0375,0.0062484,0.40059,0.0018632,p0893
1.0525,0.0088312,0.67361,0.00092681,p0894
0.92599,0.0049565,0.66225,0.0005144,p0895
0.91778,0.00582,0.16845,0.00073906,p0896
0.96271,0.0064355,0.15684,0.00127,p0897
0.93357,0.0014467,0.84796,0.00048121,p0898
0.85446,0.00074636,0.69154,0.00090272,p0899
0.88855,0.0094428,0.14531,0.00039165,p0900
1.0186,0.0056684,0.23553,0.0019227,p0901
1.0271,0.0024849,0.31378,0.00023148,p0902
1.1314,0.0018086,0.17032,0.0015885,p0903
0.82706,0.0029349,0.6796,0.00014895,p0904
1.0557,0.0061429,0.88727,0.0019524,p0905
1.1278,0.0080772,0.17755,0.0017162,p0906
1.1194,0.0011194,0.12266,0.0014575,p0907
1.0536,0.0047177,0.70722,0.00030048,p0908
1.1075,0.0084895,0.55942,0.001874,p0909
1.0431,0.0029195,0.35118,0.0008824,p0910
0.93635,0.0037753,0.88626,0.0005382,p0911
1.0976,0.0019849,0.1616,0.00021255,p0912
0.93087,0.0027307,0.50279,0.00053689,p0913
1.0727,0.0032349,0.16516,0.0012574,p0914
1.1088,0.0025604,0.30209,0.00015302,p0915
0.95237,0.0013879,0.2487,0.0019686,p0916
0.86694,0.0030476,0.32813,0.0017088,p0917
0.85544,0.0037587,0.47526,0.00013043,p0918
0.94933,0.0077392,0.55446,0.00042408,p0919
0.96755,0.0020583,0.56894,0.0011166,p0920
0.91163,0.006406,0.43432,0.00036354,p0921
0.82432,0.0060309,0.82606,0.00061563,p0922
1.1974,0.0022086,0.35216,0.0019159,p0923
1.0242,0.0038991,0.46264,0.0011739,p0924
0.92249,0.008139,0.71601,0.0019791,p0925
1.1494,0.0025388,0.46169,0.0013927,p0926
1.077,0.0087311,0.36112,0.0012908,p0927
0.91293,0.00048252,0.28548,0.00076442,p0928
0.89237,0.009543,0.34879,0.00029205,p0929
0.92922,0.0089825,0.83644,0.00050592,p0930
0.83619,0.0070567,0.51141,0.00082305,p0931
1.195,0.0031172,0.85564,0.0018306,p0932
1.0191,0.0052619,0.88161,0.00011838,p0933
1.0479,0.0042136,0.49665,0.00062577,p0934
0.84174,3.4563e-05,0.2036,0.0012501,p0935
0.94463,0.00097167,0.71149,0.0012226,p0936
0.80212,7.6523e-05,0.86887,0.0019832,p0937
0.978,0.0036895,0.87941,0.0012021,p0938
0.81025,0.0068928,0.75646,0.00048526,p0939
1.1891,0.0070717,0.15162,0.00192,p0940
1.1533,0.005413,0.14251,0.0015521,p0941
1.0761,0.0093773,0.80183,0.00179,p0942
0.96614,0.0018357,0.54008,0.00032391,p0943
1.198,0.00045944,0.68005,0.0013029,p0944
0.87545,0.0081732,0.15012,0.0018066,p0945
1.0818,0.00018215,0.53316,0.00078668,p0946
1.0616,0.0033388,0.65055,0.0015459,p0947
1.1248,0.0070985,0.5274,0.0011006,p0948
1.0049,0.001464,0.3298,0.0012194,p0949
1.0663,0.0080351,0.51524,0.00012077,p0950
1.0504,0.0098584,0.8341,0.0012655,p0951
0.90323,0.00013979,0.55784,0.0011789,p0952
0.87224,0.0099455,0.17881,0.0014999,p0953
1.0514,0.0050518,0.77029,0.0013266,p0954
1.0416,0.0039721,0.66305,0.00024322,p0955
0.80668,0.0094843,0.18253,0.0010436,p0956
0.91221,0.0094673,0.1036,0.0012835,p0957
0.97081,0.0041076,0.22203,0.0011287,p0958
1.094,0.0016255,0.59754,0.0011601,p0959
1.1163,0.0064575,0.60445,0.0010711,p0960
0.90665,0.0093963,0.89362,0.0017213,p0961
1.0667,0.0094276,0.14237,0.0012141,p0962
0.87717,0.0025785,0.17204,0.00011185,p0963
0.8165,0.0067073,0.88081,0.00087507,p0964
1.1058,0.0085087,0.28166,0.0014126,p0965
0.92513,0.0027101,0.81171,0.0014204,p0966
1.0153,0.0080671,0.10096,0.00088591,p0967
0.95293,0.00084478,0.79806,0.0012965,p0968
1.1169,0.0073119,0.19547,0.00083564,p0969
0.87783,8.6349e-05,0.1076,0.00055239,p0970
1.1488,0.0050414,0.57252,0.00048608,p0971
1.1846,0.0042227,0.47771,0.00054737,p0972
1.1515,0.0069362,0.29989,0.0017421,p0973
1.0632,0.00093492,0.15092,0.00092056,p0974
0.85697,0.0028174,0.595,0.0019918,p0975
1.108,0.0055864,0.28952,0.00018824,p0976
0.96583,0.005339,0.24387,0.00070524,p0977
1.0085,0.0055378,0.49241,0.00037813,p0978
1.1703,0.003789,0.80743,0.0012362,p0979
0.9743,0.0023713,0.64332,0.0018921,p0980
1.1467,0.0092042,0.55873,0.0017689,p0981
1.1655,0.00069287,0.75932,0.0015704,p0982
1.0647,0.0016992,0.54237,0.0016807,p0983
1.1157,0.0041843,0.45777,0.00057702,p0984
0.89034,0.0053252,0.70049,0.00056091,p0985
1.1097,0.0061769,0.54442,0.00060694,p0986
1.0368,0.0076527,0.46621,0.00070083,p0987
0.89495,0.0052737,0.48622,0.0017674,p0988
1.0096,0.0083815,0.14107,0.0010786,p0989
0.84266,0.0038102,0.16739,0.00094529,p0990
1.107,0.0020735,0.52887,0.001332,p0991
1.0483,0.0099081,0.55578,0.0019995,p0992
0.98286,0.0008083,0.16157,0.0018035,p0993
1.1548,0.0037397,0.81714,0.00027713,p0994
0.91517,0.0075189,0.69913,0.00021503,p0995
1.1882,0.0040198,0.62844,0.0012383,p0996
0.83325,0.004355,0.83715,0.0011841,p0997
1.181,0.0029036,0.20124,0.0019254,p0998
0.80784,0.00065536,0.86628,0.00063472,p0999
0.84117,0.00057462,0.76851,0.0006183,p1000
