wind_speed,mixing/coef_mix_hyp,mixing/coef_mix_KH,mixing/coef_wind_stir,mixing/coef_mix_shear,mixing/coef_mix_conv,mixing/coef_mix_turb,meteorology/cd,par_id
0.90681,0.3862,0.27382,0.45691,0.85376,0.19989,0.75382,0.0025493,p0308
1.1481,0.78874,0.79431,0.25479,0.19073,0.40327,0.79585,0.001172,p0309
0.80762,0.83953,0.87126,0.21087,0.25366,0.50835,0.82734,0.00083434,p0310
0.94167,0.51862,0.35381,0.37951,0.78267,0.49455,0.35618,0.00020868,p0311
0.98983,0.89293,0.49397,0.69809,0.11941,0.75487,0.34019,0.0026212,p0312
1.1654,0.92511,0.69104,0.68224,0.25948,0.29736,0.33143,0.00056445,p0313
0.90259,0.67091,0.36423,0.70908,0.6732,0.69136,0.56291,0.0010468,p0314
0.96749,0.95824,0.38821,0.87479,0.68082,0.18612,0.88741,0.001685,p0315
1.0188,0.7059,0.27963,0.63999,0.19627,0.16152,0.20263,0.00086342,p0316
0.95022,0.80192,0.20312,0.75916,0.10403,0.61838,0.60576,0.00020101,p0317
0.85011,0.052913,0.58349,0.49616,0.39826,0.51999,0.19624,0.0024783,p0318
1.015,0.66393,0.30925,0.44056,0.64574,0.66548,0.55136,0.0029599,p0319
0.83753,0.87607,0.44403,0.73045,0.70579,0.36456,0.53942,0.0024429,p0320
0.81356,0.21992,0.3175,0.75506,0.36753,0.84998,0.105,0.0016972,p0321
1.0519,0.61906,0.71889,0.83091,0.19789,0.87758,0.64681,0.0017656,p0322
1.0217,0.2764,0.45025,0.73007,0.11091,0.86824,0.70473,0.0028076,p0323
0.98503,0.51747,0.14219,0.60343,0.21052,0.15448,0.86338,0.0013211,p0324
1.0654,0.93382,0.43201,0.55422,0.85227,0.69232,0.14103,0.0017503,p0325
1.1975,0.049289,0.17287,0.44646,0.49808,0.52874,0.38707,0.0020018,p0326
0.97862,0.77078,0.88023,0.69443,0.27502,0.33051,0.47967,0.0022629,p0327
1.1336,0.39236,0.87765,0.81553,0.84081,0.47738,0.87539,0.00093138,p0328
0.9089,0.73902,0.57467,0.58178,0.56552,0.68187,0.85292,0.000539,p0329
1.1289,0.55512,0.86484,0.11596,0.72916,0.37483,0.71347,0.0027419,p0330
1.0423,0.95327,0.38049,0.61637,0.39667,0.72768,0.76758,0.002374,p0331
0.93025,0.56096,0.72951,0.60433,0.30693,0.17153,0.84898,0.002774,p0332
1.1184,0.4095,0.64588,0.88929,0.34243,0.26736,0.86186,0.0010219,p0333
1.0342,0.072005,0.85525,0.1598,0.1286,0.28149,0.42147,0.001042,p0334
0.90187,0.80296,0.43839,0.44199,0.18568,0.59151,0.33235,0.00067266,p0335
1.1459,0.76691,0.33609,0.50149,0.53622,0.81148,0.21449,0.0011878,p0336
0.95579,0.96123,0.83182,0.6098,0.44611,0.73227,0.53198,0.00093869,p0337
1.0822,0.033262,0.62764,0.49014,0.36457,0.82035,0.22636,0.0003125,p0338
0.89768,0.51018,0.31925,0.87352,0.40584,0.15349,0.75842,0.00054738,p0339
1.1996,0.41086,0.46157,0.172,0.39032,0.51587,0.17644,0.0011954,p0340
0.90812,0.43895,0.12084,0.62872,0.35138,0.84076,0.15558,0.0014782,p0341
1.1078,0.66705,0.6086,0.89576,0.54437,0.53889,0.12172,0.0015816,p0342
1.0048,0.25386,0.29055,0.42587,0.57401,0.64005,0.41984,0.00099284,p0343
1.0498,0.29912,0.40511,0.87666,0.4378,0.67949,0.3038,0.0010775,p0344
0.87078,0.4693,0.60052,0.48318,0.76046,0.22614,0.72919,0.00051196,p0345
0.97118,0.55325,0.64471,0.77717,0.52253,0.85371,0.18275,0.0023616,p0346
1.1758,0.36218,0.78805,0.8719,0.56853,0.15137,0.42775,0.0017156,p0347
0.91861,0.75719,0.77042,0.66714,0.82519,0.57241,0.78399,0.002227,p0348
1.1575,0.18534,0.74341,0.5219,0.41901,0.34617,0.66563,0.0018805,p0349
1.013,0.19859,0.58152,0.68538,0.30879,0.78446,0.44251,0.0010954,p0350
0.90799,0.57828,0.11382,0.32947,0.49391,0.61609,0.23057,0.0013962,p0351
1.0898,0.45691,0.84392,0.86415,0.18119,0.50319,0.6281,0.0008921,p0352
1.0317,0.88402,0.15332,0.16284,0.18161,0.64173,0.49807,0.0014945,p0353
1.1191,0.67325,0.88983,0.87889,0.82953,0.63338,0.38011,0.00045346,p0354
0.81371,0.84555,0.80959,0.80981,0.42303,0.50452,0.57234,0.00073793,p0355
0.95368,0.40665,0.3066,0.83387,0.62174,0.20571,0.58303,0.0016183,p0356
0.9954,0.0059441,0.3009,0.39261,0.26846,0.89549,0.40238,0.00048611,p0357
0.97023,0.53223,0.46344,0.7057,0.40371,0.62054,0.36559,2.5199e-05,p0358
1.1028,0.84126,0.41054,0.69595,0.2233,0.4367,0.54776,0.00034238,p0359
1.0473,0.91667,0.4781,0.26767,0.13862,0.54915,0.48859,0.0012188,p0360
0.89386,0.86493,0.53375,0.2554,0.53032,0.77033,0.57992,0.0024136,p0361
0.9996,0.49821,0.18626,0.36436,0.21219,0.64807,0.35577,0.0022947,p0362
1.1499,0.41359,0.42196,0.72306,0.22907,0.39233,0.15153,0.0019011,p0363
0.94043,0.081354,0.35104,0.32479,0.43178,0.20348,0.10058,0.0018031,p0364
0.88946,0.061146,0.16241,0.8558,0.55911,0.33425,0.25622,0.0020757,p0365
0.82525,0.25143,0.89068,0.27666,0.73869,0.53309,0.65158,0.00083533,p0366
1.064,0.70979,0.35182,0.13557,0.77599,0.18666,0.89311,0.0029497,p0367
1.1346,0.20857,0.67728,0.46096,0.60163,0.47234,0.51926,0.0022493,p0368
0.97216,0.27136,0.27026,0.40472,0.17474,0.45899,0.35889,0.0011695,p0369
1.1215,0.41811,0.37855,0.17504,0.2885,0.16934,0.6883,0.0012058,p0370
0.83385,0.96729,0.63358,0.2097,0.84489,0.62644,0.77341,0.0029676,p0371
1.0405,0.15684,0.58774,0.16976,0.61051,0.64647,0.26964,0.00043286,p0372
0.97353,0.85101,0.35636,0.75216,0.64874,0.66726,0.88908,0.00060594,p0373
0.93187,0.60028,0.57118,0.35241,0.65438,0.3327,0.45624,0.00050033,p0374
1.1252,0.62132,0.13578,0.73569,0.41241,0.34926,0.15713,0.00098701,p0375
0.85727,0.01454,0.38651,0.59055,0.30185,0.19032,0.51399,0.0018838,p0376
1.088,0.058688,0.23366,0.1937,0.3825,0.13341,0.25759,0.0013161,p0377
0.88445,0.047599,0.20174,0.44933,0.74585,0.13,0.37171,0.00055462,p0378
0.95511,0.64302,0.47725,0.14901,0.64974,0.21847,0.61154,0.0018305,p0379
0.87724,0.97231,0.14592,0.54832,0.45238,0.40041,0.76322,0.0011173,p0380
0.90478,0.24805,0.497,0.22295,0.44253,0.26261,0.66304,0.00062983,p0381
0.89656,0.49184,0.83843,0.4542,0.76629,0.28059,0.19804,0.0025428,p0382
1.14,0.87048,0.22621,0.56158,0.73615,0.47097,0.18414,0.00055053,p0383
1.0095,0.52022,0.40949,0.54755,0.24012,0.2378,0.11899,0.002256,p0384
0.82867,0.0034071,0.70305,0.82548,0.33881,0.72278,0.14202,0.0020134,p0385
1.0086,0.40446,0.32893,0.89484,0.2851,0.83589,0.11161,0.0015626,p0386
0.94361,0.98364,0.64158,0.65355,0.59476,0.41759,0.73117,0.002035,p0387
0.86484,0.28021,0.13386,0.50929,0.22041,0.41929,0.3187,0.00090166,p0388
1.123,0.42936,0.43656,0.58891,0.5284,0.51095,0.59227,0.0012703,p0389
1.0927,0.19739,0.67596,0.11277,0.3015,0.71108,0.10298,0.001645,p0390
0.83174,0.7507,0.77786,0.44473,0.64344,0.83644,0.72823,0.0010531,p0391
1.1943,0.4976,0.12962,0.76199,0.72673,0.54471,0.16246,0.0026702,p0392
0.92228,0.7404,0.56953,0.41576,0.50033,0.73521,0.53478,0.0003483,p0393
0.94471,0.39459,0.74567,0.71944,0.60766,0.23043,0.29355,0.0010999,p0394
1.0463,0.72307,0.40287,0.19868,0.24784,0.57123,0.64069,0.001068,p0395
1.1932,0.091613,0.54536,0.67261,0.81685,0.31805,0.6306,0.0013346,p0396
0.83056,0.23196,0.66361,0.49956,0.54188,0.63018,0.64985,0.0021979,p0397
1.024,0.9114,0.21227,0.21485,0.72169,0.598,0.13424,0.0005006,p0398
1.1591,0.98704,0.15884,0.72659,0.68824,0.84242,0.84008,0.00032368,p0399
0.91839,0.20487,0.82989,0.59243,0.32756,0.66067,0.16925,0.0024947,p0400
0.91954,0.54575,0.80128,0.33358,0.85554,0.24391,0.18617,0.0016754,p0401
1.0369,0.12598,0.69437,0.23403,0.16621,0.36303,0.36373,0.0010139,p0402
0.81246,0.46453,0.52558,0.23877,0.2503,0.17895,0.25242,0.0025553,p0403
0.97466,0.22992,0.71547,0.19625,0.66564,0.63202,0.26351,0.0023919,p0404
0.98005,0.2906,0.1821,0.76486,0.70755,0.17286,0.73433,0.001156,p0405
1.1053,0.73089,0.3714,0.18797,0.14113,0.12009,0.74109,0.0013491,p0406
0.92281,0.47955,0.42654,0.50674,0.36947,0.31092,0.50846,0.0021173,p0407
1.1923,0.94343,0.19853,0.4683,0.68398,0.51654,0.62545,0.0019733,p0408
0.92681,0.043596,0.17383,0.79326,0.46928,0.34741,0.55001,0.0020223,p0409
1.1892,0.85832,0.30404,0.52062,0.32656,0.48683,0.21529,0.00095076,p0410
1.1455,0.86844,0.12771,0.68639,0.53869,0.8791,0.62389,0.00078691,p0411
1.1089,0.93555,0.78975,0.46261,0.76976,0.74009,0.71727,9.5433e-05,p0412
1.1816,0.95129,0.28162,0.66186,0.56998,0.16726,0.73985,0.0005229,p0413
0.83303,0.80905,0.61798,0.559,0.20917,0.67354,0.35261,0.0023064,p0414
0.85845,0.13109,0.65747,0.19181,0.33007,0.23513,0.82347,0.00063766,p0415
0.99138,0.26553,0.23917,0.83774,0.69527,0.47817,0.80935,0.0016064,p0416
0.80111,0.34501,0.47097,0.47773,0.25274,0.34387,0.77881,0.0016919,p0417
1.1537,0.064239,0.23505,0.31221,0.28985,0.26353,0.16657,0.001599,p0418
1.1582,0.30053,0.72306,0.54046,0.73752,0.79565,0.12008,0.00078985,p0419
0.8567,0.25537,0.74269,0.88851,0.79825,0.88968,0.29941,0.00059216,p0420
0.82209,0.51247,0.66703,0.55986,0.31055,0.34007,0.77637,0.00033849,p0421
1.0784,0.43477,0.62084,0.31905,0.88923,0.38417,0.28488,0.0018177,p0422
1.1311,0.91508,0.25416,0.83141,0.8377,0.5594,0.5778,0.00097744,p0423
0.92938,0.65671,0.287,0.33536,0.35725,0.30443,0.35047,0.0011936,p0424
0.95067,0.91302,0.12251,0.41947,0.10703,0.49538,0.87764,0.00065716,p0425
1.0365,0.42167,0.85185,0.73208,0.38633,0.45076,0.71268,0.0025751,p0426
1.1979,0.2367,0.34774,0.47708,0.60339,0.32088,0.69294,0.0017826,p0427
0.96052,0.57635,0.8685,0.32134,0.68497,0.31241,0.51613,0.0015047,p0428
1.1656,0.42491,0.11825,0.393,0.4551,0.4106,0.60817,0.0028208,p0429
0.93747,0.45569,0.25027,0.83504,0.57811,0.38279,0.25983,6.0749e-05,p0430
1.1968,0.49308,0.31256,0.6687,0.38868,0.16417,0.74511,0.0022908,p0431
0.94727,0.92853,0.10138,0.42398,0.39148,0.70893,0.69826,0.0011481,p0432
1.0445,0.52717,0.40845,0.88112,0.55933,0.44952,0.3908,0.00011022,p0433
0.99279,0.99172,0.22152,0.82684,0.11204,0.74792,0.40849,0.0021144,p0434
0.81862,0.37419,0.49249,0.40236,0.69417,0.68876,0.20531,0.0027124,p0435
1.1515,0.87481,0.22727,0.64689,0.34896,0.25938,0.87603,0.0020898,p0436
0.84102,0.32173,0.71337,0.42775,0.33609,0.45616,0.33982,0.0022166,p0437
1.0736,0.74643,0.65472,0.74528,0.30406,0.13856,0.79936,0.00087665,p0438
1.1321,0.35617,0.26538,0.664,0.55143,0.19137,0.37948,0.0022815,p0439
1.1854,0.3109,0.71033,0.21905,0.7163,0.17837,0.75685,0.0015689,p0440
1.151,0.92081,0.55809,0.53642,0.37087,0.75244,0.39339,0.0029714,p0441
0.89325,0.75395,0.84238,0.2754,0.76332,0.73013,0.28962,0.0029138,p0442
0.88752,0.089076,0.86306,0.4074,0.87453,0.14951,0.6454,0.0013514,p0443
1.049,0.39821,0.60147,0.45954,0.70237,0.5383,0.81284,0.0010274,p0444
1.077,0.0062725,0.61046,0.79913,0.50829,0.62473,0.66339,0.0012927,p0445
1.1664,0.549,0.78649,0.14432,0.61311,0.46817,0.4818,0.0026301,p0446
0.8532,0.32765,0.76274,0.49788,0.60637,0.73498,0.85129,0.0020668,p0447
1.1361,0.45183,0.79467,0.22526,0.29495,0.7445,0.59643,0.0028583,p0448
1.1727,0.40235,0.19233,0.15136,0.80756,0.44054,0.2812,0.0022747,p0449
0.83946,0.73219,0.32786,0.23744,0.49913,0.82592,0.14623,0.0023242,p0450
0.87906,0.29423,0.36771,0.11389,0.12217,0.20419,0.22743,0.0014819,p0451
0.90631,0.38507,0.607,0.34849,0.63539,0.46103,0.36203,0.0023521,p0452
0.93202,0.82525,0.62969,0.65402,0.79175,0.62184,0.19263,0.00047786,p0453
1.1259,0.62474,0.6149,0.37533,0.21463,0.72705,0.60384,0.0024169,p0454
1.0955,0.14835,0.6154,0.74346,0.85716,0.2406,0.59518,0.0027241,p0455
0.85367,0.22543,0.7642,0.70304,0.61962,0.27705,0.63501,0.0029798,p0456
1.0329,0.44738,0.1121,0.47958,0.2866,0.44741,0.4472,0.00038533,p0457
0.96941,0.31839,0.28987,0.18891,0.50229,0.7137,0.87069,0.00027274,p0458
0.82951,0.99704,0.13899,0.13074,0.2256,0.12215,0.42195,0.0017792,p0459
0.87027,0.9381,0.73756,0.54224,0.62345,0.42816,0.79832,0.00077228,p0460
0.83606,0.63821,0.37271,0.64939,0.19936,0.21087,0.7258,0.0026625,p0461
0.96627,0.53643,0.80642,0.33402,0.53247,0.56322,0.66086,0.00068323,p0462
0.85982,0.44026,0.25319,0.36072,0.47543,0.16654,0.46055,0.0026751,p0463
1.0794,0.79709,0.38428,0.51894,0.17319,0.48403,0.70166,0.0008833,p0464
1.0297,0.8962,0.85316,0.23201,0.89532,0.21008,0.88546,0.0015101,p0465
1.1629,0.12947,0.14834,0.35724,0.13822,0.5804,0.55674,0.0009684,p0466
1.0601,0.86278,0.55511,0.80746,0.75741,0.32826,0.25196,0.0021588,p0467
1.0505,0.14053,0.12003,0.75939,0.3206,0.79922,0.22954,0.0019808,p0468
1.0024,0.43071,0.22958,0.18503,0.62734,0.30084,0.45121,0.0010887,p0469
1.1146,0.50699,0.74714,0.72554,0.56098,0.87162,0.72404,0.00011447,p0470
0.8733,0.83452,0.63712,0.73839,0.23632,0.3728,0.37531,0.00015032,p0471
1.1472,0.31606,0.59628,0.41111,0.54733,0.36804,0.89055,0.0014404,p0472
0.95322,0.56513,0.48458,0.22148,0.62128,0.7121,0.41319,0.0029835,p0473
0.92632,0.65542,0.88597,0.8501,0.79067,0.39907,0.70926,0.00042068,p0474
1.1443,0.5953,0.19984,0.24875,0.27625,0.58907,0.10646,0.0014557,p0475
0.8211,0.81126,0.75022,0.53086,0.55742,0.14208,0.56033,0.00071159,p0476
1.1161,0.21334,0.35798,0.5026,0.65065,0.46359,0.45474,0.0027257,p0477
0.98423,0.97568,0.69932,0.77661,0.2676,0.59362,0.7002,0.00047346,p0478
1.0807,0.10874,0.31096,0.67528,0.78667,0.52218,0.83666,0.0019124,p0479
0.84438,0.344,0.76008,0.2832,0.42484,0.22886,0.38529,0.0014369,p0480
1.0831,0.13507,0.10266,0.76849,0.62534,0.20105,0.76639,0.0024827,p0481
0.80326,0.031653,0.45902,0.86287,0.38022,0.68922,0.34482,0.0012959,p0482
1.1199,0.79897,0.34459,0.28532,0.83134,0.66256,0.27585,0.00089728,p0483
1.1826,0.89517,0.29672,0.48094,0.48548,0.8752,0.30635,0.00012206,p0484
0.97427,0.60726,0.34086,0.10656,0.23395,0.78489,0.81616,0.0025666,p0485
0.80947,0.39736,0.35503,0.74964,0.85878,0.54785,0.34344,0.00040658,p0486
0.84362,0.85272,0.5427,0.61263,0.24237,0.37781,0.6578,0.0025257,p0487
1.1988,0.2397,0.71148,0.7004,0.29795,0.35518,0.72292,0.0022007,p0488
1.0345,0.7602,0.60384,0.70374,0.63001,0.61365,0.62691,0.0018632,p0489
1.0941,0.23341,0.21532,0.78979,0.29055,0.24408,0.65854,0.0023452,p0490
0.89213,0.077333,0.20776,0.44776,0.27025,0.49909,0.28713,0.0022867,p0491
1.0416,0.30683,0.15158,0.25858,0.45983,0.58788,0.85533,0.0021675,p0492
1.1243,0.3145,0.66126,0.52306,0.11581,0.50749,0.21113,0.0027693,p0493
1.177,0.17014,0.5608,0.85074,0.43364,0.33922,0.27256,0.0025602,p0494
1.0615,0.83225,0.39981,0.16098,0.63429,0.89338,0.14959,0.00024912,p0495
1.1034,0.35927,0.41328,0.65539,0.451,0.51261,0.81915,0.0010831,p0496
1.0176,0.16452,0.1884,0.57126,0.75571,0.76368,0.42856,0.00025357,p0497
1.0281,0.5057,0.50081,0.34633,0.83463,0.3953,0.64194,0.0023595,p0498
1.0063,0.10235,0.29354,0.6509,0.14435,0.89199,0.34733,0.0028398,p0499
1.0012,0.29317,0.88811,0.21286,0.14676,0.82802,0.85484,0.0027815,p0500
