wind_speed,mixing/coef_mix_hyp,mixing/coef_mix_KH,meteorology/ch,meteorology/ce,par_id
1.0989,0.006642,0.72043,0.0027732,0.0028137,p01213
1.0866,0.0031667,0.64932,0.0011012,0.0024127,p01214
1.0185,0.0064506,0.39863,0.002993,0.0015022,p01215
0.81173,0.0062804,0.64758,0.0020637,0.0012259,p01216
0.91037,0.0088852,0.13199,0.001427,0.0020987,p01217
1.0148,0.0025477,0.37096,0.0023694,0.001595,p01218
0.8993,0.0041805,0.30862,0.0010579,0.0012702,p01219
1.0279,0.0064087,0.39367,0.0024813,0.0016755,p01220
1.0059,0.0026701,0.42972,0.0021941,0.0010055,p01221
0.81392,0.0095093,0.14013,0.0010522,0.0029816,p01222
1.0903,0.00043741,0.64204,0.0024745,0.0011335,p01223
0.81976,0.00021254,0.12254,0.0028752,0.0029641,p01224
0.91411,0.0020368,0.28893,0.0015974,0.0021289,p01225
1.1314,0.00089751,0.54446,0.0021757,0.0013483,p01226
1.021,0.0022747,0.5727,0.0029174,0.0026659,p01227
1.1715,0.0028843,0.30157,0.0029121,0.0016258,p01228
0.85616,0.00092589,0.23485,0.0021578,0.0024591,p01229
0.88998,0.0040237,0.56486,0.0021892,0.0011812,p01230
1.0785,0.0097932,0.11513,0.0018093,0.0020904,p01231
1.1483,0.0025971,0.10173,0.0027452,0.0026404,p01232
0.81578,0.0021573,0.46223,0.0020612,0.0019815,p01233
1.1627,0.0094638,0.11469,0.0016043,0.0015623,p01234
1.047,0.0072943,0.8588,0.0028681,0.0017467,p01235
1.0047,0.0048078,0.40382,0.0013939,0.0025459,p01236
0.89425,0.0043154,0.71196,0.0022799,0.0021926,p01237
1.0041,0.0055213,0.48764,0.0022162,0.0020169,p01238
0.83028,0.0026505,0.13019,0.0021234,0.0021918,p01239
1.0661,0.0085039,0.77537,0.0027506,0.0028127,p01240
1.1489,0.0034113,0.73827,0.0024971,0.0016028,p01241
0.93559,0.0019834,0.52706,0.0026243,0.002627,p01242
0.95541,0.0081977,0.20716,0.0016394,0.002691,p01243
0.90626,0.0030294,0.19529,0.0010017,0.0025864,p01244
1.0218,0.0083334,0.1798,0.0022207,0.0023327,p01245
0.8501,0.0087968,0.64804,0.0018815,0.0013471,p01246
1.1659,0.0058562,0.58978,0.0010427,0.0013928,p01247
0.90115,0.0031802,0.67995,0.0028373,0.0021362,p01248
0.8217,0.0013726,0.22646,0.0016015,0.0015998,p01249
1.1,0.0037293,0.72009,0.0026907,0.0016447,p01250
0.90518,0.003802,0.72473,0.0013731,0.0015589,p01251
0.84819,0.0098514,0.56142,0.0027163,0.0018681,p01252
1.1286,0.0072842,0.63757,0.002648,0.002261,p01253
1.1994,0.0013997,0.40185,0.0026413,0.0017929,p01254
1.0667,0.0041086,0.15187,0.0015985,0.0015176,p01255
0.97286,0.0088267,0.81359,0.0017713,0.0021875,p01256
1.1646,0.0061966,0.49355,0.001034,0.001874,p01257
0.83658,0.0013917,0.50059,0.0024497,0.0018405,p01258
1.1195,0.00087343,0.36843,0.0022395,0.0014431,p01259
1.1406,0.0099891,0.71537,0.0026185,0.0019344,p01260
1.0637,0.0094778,0.24264,0.0022298,0.0018565,p01261
0.96164,0.00059635,0.41384,0.0011885,0.0027195,p01262
0.87291,0.0069177,0.12214,0.0015806,0.0020982,p01263
0.89424,0.0078009,0.1099,0.0014991,0.0029378,p01264
1.0333,0.0028018,0.42669,0.001504,0.0012362,p01265
1.0642,0.0081426,0.337,0.0010467,0.0024747,p01266
1.119,0.0070896,0.8845,0.0021706,0.0029762,p01267
1.0847,0.0044036,0.33273,0.0025184,0.0024318,p01268
0.92667,0.004791,0.57449,0.0012208,0.002581,p01269
1.0249,0.0043359,0.86803,0.0026629,0.0026754,p01270
0.95219,0.0021618,0.28531,0.001986,0.0016738,p01271
1.0495,0.0051505,0.23532,0.0027966,0.0012594,p01272
1.0339,0.0047794,0.56528,0.0023519,0.0029051,p01273
0.94665,0.0090392,0.60077,0.002671,0.0023181,p01274
0.8484,0.0062134,0.18836,0.0014354,0.0018945,p01275
0.86875,0.0046742,0.27717,0.0020191,0.0027227,p01276
0.93266,0.0080491,0.84883,0.0017047,0.0021505,p01277
1.0234,0.0054572,0.28428,0.0016728,0.0011548,p01278
1.0295,0.0051532,0.30288,0.0014126,0.0019016,p01279
1.038,0.007293,0.81086,0.0010278,0.0024388,p01280
1.0312,0.00039408,0.25381,0.0028772,0.0024703,p01281
1.0612,0.0056014,0.27379,0.0017512,0.0019389,p01282
0.94707,0.0050353,0.78775,0.0018588,0.001358,p01283
1.0621,0.0071681,0.80429,0.002055,0.0019276,p01284
1.1688,0.0076504,0.138,0.0013026,0.0022975,p01285
0.92212,0.0014921,0.1739,0.0027107,0.0014955,p01286
0.91273,0.0099253,0.19135,0.0024235,0.0025306,p01287
1.0889,0.0081173,0.26827,0.0018173,0.0028077,p01288
1.1651,0.00021704,0.49423,0.0026816,0.0017439,p01289
0.88045,0.0012798,0.47429,0.0011061,0.002682,p01290
0.91111,0.0029075,0.39806,0.001266,0.0019934,p01291
0.95886,0.0023957,0.42778,0.0010644,0.0024784,p01292
0.90712,0.0038342,0.82953,0.0022262,0.0015757,p01293
0.81601,0.00062976,0.39152,0.0015493,0.0029226,p01294
0.86219,0.0028449,0.48938,0.0012397,0.0025291,p01295
1.0445,0.0017217,0.14279,0.0014866,0.0029528,p01296
1.0982,0.008101,0.26199,0.0010817,0.0025963,p01297
1.0387,0.0058944,0.38789,0.0021217,0.0013337,p01298
0.92559,0.0062004,0.49723,0.0010072,0.0019711,p01299
0.80407,0.0086598,0.43391,0.002682,0.0012529,p01300
0.81636,8.0805e-05,0.52228,0.0015127,0.0013068,p01301
1.174,0.0038918,0.28814,0.0011547,0.0026896,p01302
1.0153,0.0035425,0.11684,0.0019553,0.0021165,p01303
1.122,0.00096429,0.57914,0.0025231,0.0023527,p01304
1.088,0.0015111,0.52181,0.0023702,0.0015429,p01305
1.065,0.00017626,0.6483,0.0018205,0.0015565,p01306
0.97998,0.006886,0.54009,0.0015306,0.0015792,p01307
1.1206,0.0050949,0.8967,0.0026768,0.0010371,p01308
0.93133,0.0038177,0.47972,0.0013626,0.0011767,p01309
0.82899,0.0043835,0.83543,0.0028798,0.0020443,p01310
1.1786,0.0068753,0.10099,0.0028956,0.0018844,p01311
0.90461,0.00011717,0.57976,0.0013467,0.0015328,p01312
1.0256,0.004932,0.88944,0.0011341,0.0016057,p01313
0.9292,0.0044235,0.6982,0.0021468,0.0012585,p01314
1.1578,0.0063538,0.13351,0.0025021,0.0012875,p01315
1.0614,0.0042046,0.33317,0.0027466,0.001833,p01316
1.1732,7.9322e-05,0.73202,0.0029067,0.0011663,p01317
1.1803,0.007213,0.3121,0.0027839,0.0020367,p01318
0.93957,0.0024696,0.40486,0.0015769,0.0026132,p01319
0.9965,0.00013873,0.69573,0.0014561,0.0020546,p01320
1.1219,0.0061701,0.20269,0.0025098,0.0029521,p01321
0.90368,0.0029173,0.79573,0.0021473,0.0023696,p01322
0.95455,0.0023587,0.12516,0.0018143,0.0014528,p01323
0.84703,0.007346,0.3791,0.0020063,0.0012499,p01324
0.97946,0.0055568,0.74361,0.0025117,0.0025514,p01325
0.88819,2.0783e-05,0.30968,0.0022125,0.0012172,p01326
0.87384,0.0017902,0.4528,0.0013049,0.0012265,p01327
0.86927,0.0016366,0.72344,0.0018673,0.0022929,p01328
1.1866,0.0031649,0.53229,0.0025113,0.0011784,p01329
0.90409,0.004217,0.40276,0.0021787,0.0028122,p01330
0.81772,0.0022395,0.23895,0.0029502,0.0012733,p01331
0.83347,0.0028465,0.73626,0.0022036,0.0017979,p01332
1.0723,0.0010165,0.73352,0.0023446,0.0011956,p01333
1.1094,0.0044914,0.24811,0.0020842,0.0029851,p01334
1.1818,0.0043657,0.63792,0.0013536,0.0027701,p01335
0.82165,0.0017873,0.38174,0.0013853,0.0019676,p01336
0.80188,0.0099669,0.49117,0.0023409,0.0014277,p01337
0.8578,0.0065658,0.44594,0.0026572,0.0027924,p01338
0.97039,0.0092592,0.79,0.0012584,0.0021293,p01339
0.97965,0.0068244,0.571,0.001575,0.0021121,p01340
0.95623,0.0020435,0.71075,0.0024068,0.0029553,p01341
0.97768,0.0095297,0.64985,0.0023782,0.0010401,p01342
0.90537,0.0069063,0.19803,0.0018045,0.0014551,p01343
1.1526,0.0096822,0.19726,0.0012945,0.0016398,p01344
0.81409,0.0022791,0.74018,0.0019686,0.0024247,p01345
1.1568,0.00081213,0.15958,0.001572,0.0026594,p01346
1.1211,0.0093798,0.15203,0.0011456,0.0018774,p01347
0.89299,0.0074324,0.58518,0.0013202,0.0010779,p01348
1.0514,0.00088089,0.39966,0.0026976,0.0029012,p01349
1.1692,0.0090497,0.77983,0.0023185,0.0020276,p01350
1.1471,0.008911,0.22866,0.0025883,0.0021056,p01351
1.1049,0.0099852,0.78756,0.0019109,0.0010424,p01352
1.0695,0.0032754,0.81456,0.0013767,0.0014743,p01353
1.0226,0.008359,0.65172,0.0017827,0.0027523,p01354
1.0011,0.0088624,0.14042,0.0018235,0.001432,p01355
1.1535,0.0034311,0.56952,0.0021122,0.0018004,p01356
1.1139,0.0012957,0.2561,0.0011595,0.0016416,p01357
0.95828,0.0018001,0.16519,0.0027661,0.0022942,p01358
0.96203,0.00038513,0.28274,0.0026118,0.0017065,p01359
1.1789,0.0041368,0.43744,0.0023571,0.0021199,p01360
0.85748,0.003829,0.58826,0.0015082,0.0011977,p01361
0.92661,0.0029275,0.77756,0.0014621,0.0014243,p01362
1.1504,0.0020186,0.37669,0.0024263,0.0011788,p01363
0.91998,0.0061237,0.13655,0.0011823,0.0015772,p01364
1.0031,0.0092837,0.56657,0.0022607,0.002054,p01365
1.0995,0.0068764,0.10783,0.0014056,0.0018284,p01366
0.8601,0.0084933,0.49145,0.0019917,0.0026182,p01367
0.85573,0.0017402,0.57701,0.0010517,0.0026627,p01368
0.86515,0.0055015,0.17042,0.0027043,0.0028046,p01369
1.1485,0.00012061,0.15,0.0020125,0.0026149,p01370
1.1349,0.002546,0.87772,0.0020928,0.0021895,p01371
0.90792,0.0054811,0.71254,0.0015852,0.0018386,p01372
0.93222,0.0033426,0.14335,0.0013669,0.002016,p01373
1.0607,0.0022271,0.51776,0.001867,0.0027612,p01374
0.84618,0.0065389,0.23451,0.0010435,0.0017155,p01375
1.1521,0.0097765,0.55678,0.0013208,0.0028589,p01376
1.1306,0.0087808,0.59129,0.0012357,0.0017204,p01377
1.1633,0.0015584,0.86321,0.0024835,0.00122,p01378
0.89109,0.00018068,0.86438,0.0027229,0.0014186,p01379
1.0682,0.0059666,0.20977,0.0019558,0.0029287,p01380
0.97512,1.9045e-05,0.66041,0.0022646,0.0018679,p01381
0.80958,0.0073782,0.54264,0.0026475,0.0010071,p01382
0.85559,0.0062716,0.19188,0.0011035,0.0021765,p01383
1.0653,0.0049228,0.69787,0.0022533,0.0011569,p01384
0.85293,0.0058614,0.72757,0.0023825,0.0025812,p01385
1.1431,0.0071704,0.3993,0.0027835,0.0016352,p01386
1.017,0.0022884,0.30563,0.0027678,0.0027939,p01387
1.0694,0.002484,0.74431,0.0026714,0.0013383,p01388
0.90945,0.00064748,0.39495,0.0012346,0.0014384,p01389
1.1616,0.0035881,0.67429,0.0010535,0.0028579,p01390
0.98903,0.0011723,0.82715,0.0012764,0.0015237,p01391
1.1647,0.003068,0.56593,0.0013011,0.0024521,p01392
0.87113,0.0078077,0.73415,0.0018146,0.0017401,p01393
0.91546,0.0086081,0.47149,0.0012869,0.0011925,p01394
0.83324,0.009641,0.14911,0.0029695,0.0019406,p01395
1.0216,0.0093183,0.16133,0.0023662,0.0012741,p01396
0.81859,0.0039392,0.65977,0.001961,0.0019569,p01397
1.1034,0.0094123,0.44469,0.0014963,0.0011473,p01398
0.81073,0.0034388,0.29391,0.0011232,0.0016699,p01399
1.0231,0.0027662,0.75801,0.0025438,0.0021134,p01400
0.92286,0.004977,0.84665,0.0015021,0.0015994,p01401
0.99528,0.0040259,0.57728,0.0011537,0.0017788,p01402
1.1034,0.00092252,0.88431,0.002959,0.0029195,p01403
0.93884,0.0022317,0.16476,0.0016279,0.0011907,p01404
1.0904,0.0054675,0.21511,0.0017325,0.0015331,p01405
0.85264,0.0041169,0.63664,0.0028598,0.0020753,p01406
0.833,0.0021597,0.26963,0.0019672,0.0027966,p01407
0.99027,0.0086567,0.46875,0.0015872,0.001776,p01408
1.0656,0.0020786,0.84277,0.0013799,0.0010728,p01409
1.183,0.004757,0.33409,0.0013531,0.0025413,p01410
1.0257,0.0061671,0.16986,0.0029667,0.0021215,p01411
1.1532,0.0039104,0.74244,0.0028675,0.0021432,p01412
0.99427,0.0067289,0.39875,0.0014807,0.0015869,p01413
1.159,0.0041941,0.4213,0.002077,0.0010447,p01414
0.91679,0.006545,0.32559,0.0015798,0.0015886,p01415
1.1555,0.004311,0.48281,0.0023385,0.0017638,p01416
1.1558,0.00091966,0.31127,0.0018844,0.0029282,p01417
1.0106,0.0063409,0.29942,0.0012541,0.0013892,p01418
1.1515,0.00046708,0.21031,0.0014051,0.0010855,p01419
0.99674,0.00086308,0.59238,0.0013841,0.0025485,p01420
0.89286,0.002339,0.24279,0.0028216,0.0013937,p01421
0.83999,0.0012776,0.62798,0.0026922,0.0019968,p01422
1.1104,0.0045654,0.89023,0.002617,0.0022159,p01423
0.84507,0.0080726,0.88552,0.002722,0.0022269,p01424
1.1006,0.00084299,0.6965,0.0021819,0.0021772,p01425
0.90856,0.009125,0.14558,0.0018874,0.0029054,p01426
1.1834,0.0053293,0.55234,0.0016161,0.0019756,p01427
1.0696,0.004889,0.28042,0.0019084,0.0022759,p01428
0.80582,0.0022591,0.10402,0.0010525,0.0026906,p01429
0.8159,0.0035776,0.14413,0.0022372,0.0024764,p01430
1.0176,0.005477,0.76933,0.0018645,0.0027468,p01431
0.91517,0.005037,0.48443,0.0011101,0.0012779,p01432
1.1458,0.0088373,0.61067,0.0021255,0.0023501,p01433
0.84014,0.00667,0.87405,0.0026704,0.00267,p01434
1.1423,9.0546e-05,0.79465,0.0010941,0.0015113,p01435
0.80625,0.0080746,0.84427,0.0022537,0.0015233,p01436
1.0713,0.0071745,0.80217,0.0010552,0.0017874,p01437
0.97911,0.0053389,0.30896,0.0017267,0.0010444,p01438
0.9817,0.00022978,0.31217,0.0027295,0.002084,p01439
1.1941,0.0080828,0.87333,0.00219,0.0010559,p01440
1.0316,0.007737,0.61012,0.0019613,0.0023229,p01441
0.92654,0.007344,0.24543,0.0017284,0.0023152,p01442
0.93758,0.0090031,0.30902,0.0028606,0.0011108,p01443
1.0332,0.0098181,0.59339,0.001259,0.0017249,p01444
0.98699,0.0042181,0.67841,0.002707,0.0018941,p01445
0.86004,0.0060994,0.12981,0.0011922,0.0010015,p01446
1.1313,0.0095438,0.56776,0.0014813,0.0026646,p01447
0.8956,0.0083345,0.63743,0.0019007,0.0029088,p01448
1.0416,0.0098914,0.18597,0.0020761,0.0014652,p01449
1.0886,0.0092037,0.19396,0.0012504,0.0029384,p01450
0.94704,0.0026783,0.10265,0.0022885,0.0016472,p01451
0.88749,0.0073068,0.17812,0.0024505,0.0029973,p01452
1.1386,0.005769,0.83609,0.0018597,0.0021224,p01453
0.89032,0.0052334,0.64793,0.0021213,0.0017451,p01454
1.1337,0.0093578,0.53169,0.0022481,0.0027677,p01455
1.1093,0.0018791,0.8759,0.0025714,0.0024529,p01456
1.0878,0.0083311,0.87135,0.0019578,0.001015,p01457
0.9864,0.0022112,0.70536,0.0015222,0.0024134,p01458
1.0473,0.0055059,0.85838,0.0022853,0.0025154,p01459
1.0552,0.0050694,0.26046,0.0015509,0.0011448,p01460
0.84217,0.0025003,0.38587,0.0025372,0.0027055,p01461
1.0531,0.0014502,0.5031,0.0012605,0.0024535,p01462
0.93313,0.0051206,0.67821,0.0021019,0.0023826,p01463
1.1141,0.0032586,0.56376,0.0028364,0.0010985,p01464
1.0373,0.0086792,0.22673,0.0020733,0.0025696,p01465
1.056,0.0010046,0.49001,0.0017591,0.0022228,p01466
0.80194,0.0020639,0.21944,0.0023552,0.0014262,p01467
1.09,0.001347,0.89903,0.0021033,0.0024643,p01468
0.80173,0.0025128,0.68845,0.0026948,0.0024313,p01469
0.85984,0.0090926,0.12907,0.0024162,0.0014581,p01470
1.0439,0.0059886,0.83988,0.0013144,0.001156,p01471
0.82064,0.004993,0.50943,0.0026649,0.0022472,p01472
1.1958,0.0013011,0.5521,0.001693,0.00185,p01473
1.1047,0.0020137,0.79867,0.0026425,0.0024816,p01474
1.0864,0.0095789,0.36979,0.0010325,0.00239,p01475
0.98428,0.0056785,0.60354,0.001322,0.0020045,p01476
0.85695,0.0093497,0.32896,0.0014409,0.0019776,p01477
0.95421,0.0077888,0.70715,0.0020823,0.0013204,p01478
0.8167,0.0039843,0.17598,0.0014928,0.002844,p01479
1.0803,0.00052454,0.29182,0.0016538,0.0018224,p01480
1.0931,0.0036724,0.45321,0.0027796,0.0014598,p01481
0.80848,0.002081,0.13707,0.0017938,0.0026157,p01482
0.81188,0.0014706,0.29239,0.0026971,0.0013548,p01483
1.1238,0.0018994,0.66628,0.0022974,0.0014852,p01484
0.91812,0.0074719,0.76362,0.0021298,0.0029946,p01485
0.99362,0.0029182,0.32567,0.0013413,0.0020822,p01486
1.1205,0.0053368,0.36894,0.0013148,0.0029994,p01487
1.1361,0.00077639,0.45822,0.0019898,0.0026325,p01488
0.84464,0.0071791,0.67156,0.0017674,0.0027803,p01489
0.95841,0.0055588,0.77694,0.0019066,0.0025044,p01490
0.92048,0.005227,0.77626,0.0011028,0.0018271,p01491
1.0371,0.0091335,0.61568,0.002811,0.001276,p01492
1.0024,0.0016322,0.67326,0.0013424,0.0021971,p01493
1.0219,0.0097613,0.71312,0.0029127,0.0025143,p01494
1.1859,0.001398,0.14976,0.0015876,0.0020806,p01495
0.98549,0.0072726,0.85437,0.0010445,0.0013368,p01496
0.96525,0.0043162,0.59862,0.0017076,0.002983,p01497
0.83786,0.00095395,0.8179,0.0010405,0.0011115,p01498
1.1719,0.0057599,0.72236,0.0013811,0.0029594,p01499
0.86822,0.0092089,0.79399,0.0017901,0.0013629,p01500
1.1259,0.0014237,0.28216,0.0020881,0.0022191,p01501
0.82886,0.0062644,0.33383,0.0015002,0.0024569,p01502
1.0469,0.0099979,0.69082,0.0023223,0.0012997,p01503
0.85149,0.0045207,0.15863,0.0022197,0.0029759,p01504
1.1708,0.0060051,0.48465,0.0017721,0.0025536,p01505
0.81324,0.0015393,0.16451,0.0029629,0.0018496,p01506
1.0672,0.0068487,0.33211,0.0024579,0.0014334,p01507
1.1324,0.0080414,0.18181,0.0011286,0.0029339,p01508
1.1279,0.0055404,0.19352,0.0022459,0.0020291,p01509
0.92774,0.00051554,0.60962,0.0021863,0.0023128,p01510
0.80001,0.0062689,0.15812,0.0025414,0.0028244,p01511
0.92539,0.0083767,0.49317,0.0023921,0.0010705,p01512
0.90921,0.00050981,0.13863,0.0024156,0.0014871,p01513
0.96416,0.0068633,0.33549,0.0018109,0.0014053,p01514
0.92111,0.0063893,0.26958,0.0016685,0.0011341,p01515
1.0569,0.0077522,0.42167,0.0019733,0.0029367,p01516
0.90982,0.00086463,0.53679,0.0025478,0.0019464,p01517
0.90858,0.0093984,0.12568,0.0025905,0.0029999,p01518
1.1606,0.0016521,0.87189,0.0025011,0.0012723,p01519
1.0038,0.0086738,0.71826,0.0024363,0.00119,p01520
0.98886,0.0084992,0.34875,0.0010573,0.0015002,p01521
0.8045,0.0016107,0.7029,0.002356,0.0022474,p01522
0.81742,0.0045416,0.14201,0.0029472,0.0028977,p01523
0.90404,0.0016263,0.8309,0.0013951,0.0019835,p01524
0.84429,0.0083541,0.48146,0.0028858,0.0019586,p01525
0.9569,0.0020727,0.79265,0.0023639,0.0026454,p01526
0.84484,0.0041198,0.25288,0.0027348,0.0027032,p01527
1.1234,0.0049087,0.82294,0.001987,0.0029083,p01528
1.0727,0.0073882,0.52129,0.0013562,0.0028664,p01529
0.90597,0.0085272,0.26172,0.0021029,0.0010907,p01530
1.0181,9.7664e-05,0.13718,0.0027198,0.0028887,p01531
1.0961,0.0047393,0.71756,0.0011927,0.0014344,p01532
0.91719,0.0046094,0.50473,0.0018412,0.0011981,p01533
0.84932,0.0020112,0.11791,0.0022255,0.0017885,p01534
0.83068,0.0018675,0.60159,0.0012048,0.0024429,p01535
0.86267,0.0019752,0.27975,0.0024071,0.002814,p01536
0.84091,0.0072077,0.45149,0.0022292,0.0024232,p01537
0.93376,0.0095876,0.68508,0.0025648,0.0026276,p01538
0.97821,0.00068878,0.68785,0.0024169,0.0010352,p01539
0.90312,0.0014645,0.13968,0.0029079,0.0012407,p01540
0.81343,0.0010999,0.23598,0.0011849,0.0016821,p01541
1.061,0.0031763,0.20659,0.0016576,0.0014834,p01542
0.9899,0.0090849,0.48213,0.0026741,0.0020978,p01543
1.1871,0.0054031,0.32752,0.0023337,0.0010279,p01544
1.1374,0.0087716,0.24044,0.0013719,0.0014607,p01545
1.177,0.0046158,0.4967,0.0027255,0.0010222,p01546
1.1382,0.004925,0.87903,0.0015185,0.0029392,p01547
0.83277,0.004459,0.21604,0.0013166,0.002656,p01548
0.90844,0.0034295,0.8038,0.0028495,0.0019712,p01549
1.1016,0.0095961,0.47293,0.0014374,0.0010901,p01550
0.94892,0.00068792,0.26554,0.0026662,0.0021553,p01551
0.90526,0.0082466,0.11768,0.0013435,0.0025148,p01552
0.91898,0.0066818,0.71139,0.0023584,0.0015011,p01553
0.97646,0.0038125,0.49498,0.0011608,0.0025286,p01554
0.98587,0.0031023,0.52484,0.0018486,0.0019296,p01555
1.1128,0.0021489,0.37932,0.0010749,0.0027658,p01556
0.95146,0.007031,0.64704,0.0020356,0.0016951,p01557
1.1508,0.0070168,0.80959,0.0027185,0.001676,p01558
1.1751,0.0035911,0.50271,0.002029,0.0020156,p01559
0.9741,0.0046215,0.3349,0.0014658,0.0012684,p01560
1.103,0.003109,0.749,0.0024194,0.0019961,p01561
1.1705,0.0081131,0.11849,0.0024823,0.0024425,p01562
0.87621,0.0053572,0.70696,0.0022064,0.0029878,p01563
1.0812,0.0079957,0.85907,0.0018178,0.0021892,p01564
0.84581,0.0073316,0.66905,0.0011541,0.0026,p01565
0.94552,0.0087737,0.88407,0.0012625,0.0012009,p01566
0.85515,0.0053349,0.53633,0.001323,0.0027109,p01567
0.90753,0.0013709,0.10669,0.0020649,0.0029885,p01568
0.97624,0.0013958,0.28128,0.0014073,0.002618,p01569
0.87256,0.0095525,0.51153,0.0013679,0.0029563,p01570
0.82452,0.0057883,0.79533,0.002183,0.0029934,p01571
1.0608,0.0047622,0.85745,0.0014706,0.0021332,p01572
1.0483,0.0047865,0.87067,0.0010716,0.0017607,p01573
0.96498,0.0028026,0.24404,0.0021021,0.0026819,p01574
0.83743,0.0054279,0.86945,0.0015179,0.0023759,p01575
0.93487,0.0041966,0.56867,0.0015484,0.0018445,p01576
1.0544,0.00016337,0.30665,0.0014518,0.0026356,p01577
0.80086,0.0029929,0.63722,0.0012203,0.0028802,p01578
1.0942,0.0036668,0.15927,0.0026807,0.0021936,p01579
1.1742,0.0091591,0.68927,0.0017024,0.0014067,p01580
1.176,0.0016716,0.62999,0.0029325,0.0020748,p01581
1.0035,0.0060269,0.17667,0.0021464,0.0022007,p01582
0.91148,0.0094408,0.14176,0.0012761,0.0010188,p01583
1.1479,0.0069238,0.34191,0.002719,0.0013868,p01584
0.81837,0.0047777,0.18764,0.0019035,0.0011751,p01585
0.93181,0.0019111,0.51122,0.0025622,0.002824,p01586
1.1863,0.00039673,0.5356,0.0013393,0.0022894,p01587
1.082,0.004768,0.75428,0.0014713,0.0017492,p01588
1.1005,0.00054353,0.84979,0.0026267,0.001297,p01589
0.93522,0.0093288,0.17112,0.0015331,0.0011441,p01590
1.1814,0.0077945,0.17808,0.0013447,0.0014022,p01591
1.0956,0.009906,0.89572,0.0026912,0.0010951,p01592
0.91292,0.0085593,0.27751,0.0023404,0.0011466,p01593
0.99847,0.00020536,0.80627,0.0018999,0.0016684,p01594
1.1275,0.0036703,0.45676,0.0019769,0.0027256,p01595
0.98969,0.0051157,0.75727,0.0014017,0.0026106,p01596
1.1571,0.0049389,0.32372,0.0029556,0.0020132,p01597
1.1397,0.0042088,0.75863,0.0021002,0.0018066,p01598
1.1359,0.0041323,0.23111,0.002798,0.0023994,p01599
1.1008,0.0086693,0.18608,0.0022824,0.0018468,p01600
1.0679,0.0027882,0.82924,0.002785,0.0017082,p01601
1.0847,0.0052836,0.55183,0.0011515,0.0021614,p01602
0.92054,0.0064633,0.42378,0.0025812,0.0017865,p01603
0.90133,0.0068396,0.87326,0.0018189,0.0026352,p01604
1.0072,0.0094388,0.87094,0.0020385,0.00279,p01605
1.1443,0.0055824,0.56128,0.0017851,0.0016605,p01606
0.93003,0.0015124,0.41482,0.0014184,0.0021501,p01607
1.1885,0.0019991,0.1514,0.0011254,0.0022314,p01608
0.83801,0.0052353,0.5233,0.0022022,0.001079,p01609
1.1446,0.00070298,0.19111,0.0028533,0.0029745,p01610
1.0463,0.0087216,0.34411,0.0027936,0.0029145,p01611
0.86911,0.00034204,0.14224,0.0024313,0.0028362,p01612
0.94332,0.0093874,0.39063,0.0012337,0.0027138,p01613
1.1242,0.0054527,0.26125,0.0014442,0.0010575,p01614
1.1539,0.0082712,0.80495,0.00257,0.0016228,p01615
0.95301,0.0036868,0.44402,0.0025361,0.0013157,p01616
0.82193,0.0041792,0.25713,0.002733,0.0024211,p01617
1.1744,0.0011777,0.53316,0.0019844,0.0028598,p01618
0.80161,0.0045563,0.25011,0.0010374,0.0012517,p01619
0.98507,0.0099152,0.30402,0.002003,0.0027714,p01620
0.94788,0.00521,0.43943,0.0013619,0.0016309,p01621
1.1592,0.0032444,0.85937,0.002422,0.0015039,p01622
1.1092,0.008295,0.62544,0.0018388,0.0016582,p01623
0.86571,0.0039571,0.71383,0.0017466,0.002738,p01624
1.0736,0.0051256,0.21133,0.0020428,0.0021285,p01625
1.1143,0.0033329,0.39669,0.0026513,0.002865,p01626
0.85308,0.00056197,0.69041,0.0013087,0.0020294,p01627
1.1636,0.0012312,0.3274,0.0029241,0.0018033,p01628
0.92502,0.0090358,0.17773,0.0018899,0.00153,p01629
1.1029,0.0054839,0.22032,0.0024111,0.0015503,p01630
1.0159,0.0097946,0.59178,0.0014248,0.0027535,p01631
1.0815,0.0095183,0.44997,0.0015379,0.0023866,p01632
1.1212,0.00018625,0.15907,0.002583,0.0022535,p01633
0.86111,0.0083742,0.19311,0.0017692,0.0024867,p01634
0.97143,0.0043932,0.42724,0.0028,0.001177,p01635
1.1658,0.0091643,0.58109,0.00214,0.0026322,p01636
1.0731,0.0039627,0.43294,0.0019874,0.0014283,p01637
0.88352,0.0052684,0.18729,0.0013275,0.0015704,p01638
0.9317,0.0079457,0.76572,0.0028552,0.0014646,p01639
0.97674,0.0078796,0.4456,0.0027052,0.0014565,p01640
0.91929,0.0038042,0.73814,0.0013438,0.0026866,p01641
0.96659,0.0067866,0.1505,0.0026934,0.0028717,p01642
0.85918,0.0016179,0.45382,0.0017495,0.0025327,p01643
1.0254,0.0040114,0.45738,0.0014637,0.0025517,p01644
0.96842,8.8842e-05,0.4436,0.0027846,0.0022041,p01645
0.94736,0.006071,0.65777,0.0024118,0.0010768,p01646
1.0297,0.00083051,0.405,0.0015465,0.0020252,p01647
1.0396,0.0092763,0.35972,0.0021007,0.0028408,p01648
0.8787,0.0044824,0.86763,0.002966,0.0024002,p01649
1.1223,0.00037592,0.78139,0.0028948,0.0020592,p01650
0.83766,0.00088509,0.60597,0.0012321,0.0020771,p01651
0.91538,0.0018194,0.58252,0.0022563,0.001854,p01652
