wind_speed,mixing/coef_mix_hyp,mixing/coef_mix_KH,par_id
1.0416,0.0045142,0.64049,p00702
0.95351,0.0049594,0.21528,p00703
0.88742,0.0014533,0.35349,p00704
1.0537,0.0010751,0.76882,p00705
1.1117,0.0035782,0.3918,p00706
0.89654,0.0048087,0.86187,p00707
1.185,0.0087626,0.56082,p00708
1.1056,0.00012141,0.78845,p00709
1.0288,0.0088182,0.2825,p00710
0.92182,0.0042284,0.81895,p00711
1.1553,0.0076119,0.28925,p00712
0.9847,0.0091339,0.79892,p00713
1.0367,0.0023533,0.85129,p00714
1.1614,0.0087824,0.37407,p00715
0.97511,0.0066845,0.67123,p00716
1.1343,0.0071475,0.11676,p00717
1.0007,0.0048726,0.11743,p00718
1.1183,0.0055925,0.47008,p00719
0.9336,0.0022105,0.28646,p00720
0.83887,0.0051532,0.60308,p00721
0.90139,0.009217,0.12396,p00722
0.92405,0.0011753,0.61907,p00723
1.0179,0.0056159,0.5729,p00724
0.8133,0.0096353,0.41565,p00725
1.0727,0.0087438,0.22913,p00726
0.99342,0.0040742,0.32314,p00727
1.0687,0.0033988,0.6708,p00728
0.95753,0.0024298,0.71269,p00729
1.0616,0.0059577,0.13299,p00730
1.1856,0.0010015,0.27282,p00731
0.9406,0.00030824,0.81053,p00732
0.98261,0.00093299,0.63416,p00733
0.9245,0.0037009,0.31196,p00734
1.0691,0.0061309,0.58995,p00735
1.0046,0.0064054,0.35649,p00736
1.1806,0.0087846,0.60835,p00737
0.86457,0.0034345,0.75658,p00738
1.1902,0.0015002,0.89299,p00739
0.80065,0.0078769,0.19256,p00740
0.97245,0.0078602,0.13253,p00741
1.0478,0.0079789,0.7742,p00742
1.1622,0.0081108,0.75856,p00743
0.82064,0.0029816,0.413,p00744
0.91409,0.002734,0.55678,p00745
1.0704,0.0076341,0.62724,p00746
0.95293,0.0081653,0.50938,p00747
1.1962,0.0060668,0.2357,p00748
0.95511,0.0041473,0.8757,p00749
1.1586,0.0024636,0.62493,p00750
0.98112,0.0063688,0.61616,p00751
0.90075,0.0037023,0.6501,p00752
1.0321,0.0093753,0.83621,p00753
1.0558,0.0013603,0.75989,p00754
0.83541,0.0020556,0.36471,p00755
1.0694,0.0059948,0.53532,p00756
0.98434,0.0097923,0.62056,p00757
1.0564,0.00029619,0.71139,p00758
1.195,0.004319,0.83675,p00759
0.94325,0.0021321,0.73483,p00760
0.80225,0.0060142,0.60667,p00761
0.91477,0.0059895,0.71158,p00762
1.1116,0.0087762,0.23394,p00763
1.0942,0.00074587,0.31397,p00764
0.90822,0.0011878,0.59838,p00765
1.0744,0.0030023,0.76079,p00766
0.91483,0.0037549,0.34908,p00767
1.0595,0.0051034,0.74747,p00768
0.96609,0.0083263,0.86768,p00769
1.1682,0.0061065,0.2767,p00770
1.0686,0.0080943,0.41033,p00771
1.011,0.006308,0.54266,p00772
1.0229,4.8597e-05,0.57084,p00773
0.84227,0.0053867,0.5323,p00774
0.83261,0.0024598,0.7043,p00775
0.92807,0.0059102,0.58252,p00776
0.88911,0.0099446,0.75376,p00777
0.82857,0.005448,0.65993,p00778
1.0403,0.0022729,0.5695,p00779
1.0765,0.006549,0.23425,p00780
1.146,0.0040146,0.70582,p00781
1.1922,0.0015887,0.37378,p00782
1.0828,0.0024097,0.56347,p00783
1.1412,0.00066411,0.55712,p00784
1.1275,0.0090013,0.76396,p00785
0.90237,0.0058434,0.89138,p00786
0.92457,0.0061017,0.59188,p00787
1.095,0.0010416,0.34036,p00788
0.86634,0.0054868,0.15572,p00789
1.0254,0.0076735,0.4192,p00790
0.96263,0.0076892,0.72815,p00791
1.0141,0.0067352,0.70598,p00792
0.91212,0.0083318,0.26923,p00793
1.1878,0.0019355,0.44348,p00794
1.1502,0.008125,0.43305,p00795
1.1187,0.0094351,0.36302,p00796
1.1841,0.0061213,0.32379,p00797
1.0632,0.0053741,0.83705,p00798
1.1448,0.003223,0.60783,p00799
1.0061,0.007649,0.18801,p00800
1.0395,0.0031203,0.32295,p00801
1.1405,0.00076217,0.38626,p00802
0.88574,0.009825,0.84568,p00803
0.85664,0.0059087,0.47177,p00804
0.84319,0.0029608,0.47235,p00805
0.91219,0.0062887,0.68986,p00806
0.83677,0.0015975,0.75422,p00807
0.86815,0.0026937,0.72557,p00808
1.1336,0.009904,0.65216,p00809
1.0883,0.0090844,0.83828,p00810
1.1202,0.0086907,0.6724,p00811
1.0286,0.0015994,0.86797,p00812
1.176,0.0058041,0.69141,p00813
1.1949,0.0062792,0.5469,p00814
0.91894,0.00039199,0.10769,p00815
1.0831,0.0097535,0.77978,p00816
0.98651,0.0056052,0.4809,p00817
0.9011,0.0029141,0.56816,p00818
1.0052,0.0018935,0.60936,p00819
1.0726,0.0061934,0.60654,p00820
0.80409,0.0095091,0.28822,p00821
1.112,0.0079215,0.12151,p00822
1.0251,0.007866,0.10854,p00823
0.92515,0.0046881,0.57859,p00824
0.84836,0.0098446,0.76338,p00825
0.87277,0.0080523,0.67326,p00826
1.1293,0.0060466,0.62205,p00827
1.0357,0.0077616,0.48412,p00828
1.0899,0.0082323,0.44265,p00829
0.86984,0.0062503,0.68852,p00830
1.1807,0.0079008,0.73618,p00831
1.0704,0.00057719,0.80018,p00832
0.82392,9.5602e-05,0.36541,p00833
1.1809,0.0029926,0.8418,p00834
1.0617,0.0028019,0.67549,p00835
1.1146,0.0064474,0.54148,p00836
0.96625,0.0097973,0.71685,p00837
0.97095,0.0068042,0.84531,p00838
0.89428,0.0096757,0.53724,p00839
1.14,0.0056985,0.5399,p00840
0.85486,0.0045534,0.34132,p00841
1.013,0.0013287,0.68797,p00842
1.1446,0.0010326,0.66025,p00843
1.1686,0.00059336,0.31675,p00844
0.99688,0.0091682,0.63655,p00845
1.0358,0.001352,0.67427,p00846
0.89298,0.0059676,0.18249,p00847
0.89199,0.0070512,0.19885,p00848
1.0039,0.0095289,0.13239,p00849
1.0569,0.0058017,0.5893,p00850
0.98175,0.0056794,0.78445,p00851
1.1226,0.007843,0.79863,p00852
1.095,0.0012052,0.13093,p00853
1.0624,0.0059987,0.14877,p00854
0.98638,0.0051146,0.82061,p00855
0.86456,0.0053236,0.29343,p00856
1.0512,0.0087795,0.84917,p00857
1.1855,0.0053001,0.88414,p00858
1.0356,0.0081398,0.21754,p00859
0.97387,0.0083401,0.2581,p00860
0.90432,0.0085831,0.55305,p00861
1.0837,0.0027015,0.75171,p00862
1.123,0.0095657,0.16507,p00863
1.0526,0.004621,0.23044,p00864
0.86409,0.0024345,0.37767,p00865
0.98294,0.0027518,0.65654,p00866
0.86922,0.0019154,0.81487,p00867
1.1463,0.004491,0.14424,p00868
0.91544,0.0080726,0.83167,p00869
0.92168,0.0071209,0.21858,p00870
1.0684,0.0088735,0.22986,p00871
0.80291,0.0030503,0.76771,p00872
0.93866,0.0026329,0.18861,p00873
0.85078,0.0079659,0.7885,p00874
0.87262,0.0056586,0.2029,p00875
0.90783,0.0094859,0.13814,p00876
1.0988,0.0091783,0.3705,p00877
0.91598,0.0050549,0.29923,p00878
0.87297,0.0064938,0.65071,p00879
0.8088,0.0054538,0.83823,p00880
1.1561,0.0011145,0.6995,p00881
0.92767,0.0032452,0.7637,p00882
1.065,0.0020789,0.17117,p00883
0.80563,0.004699,0.87781,p00884
1.1752,0.0010945,0.42675,p00885
0.87412,0.0043853,0.32795,p00886
0.87327,0.0056129,0.56233,p00887
1.0149,0.0023809,0.47643,p00888
0.81247,0.0022159,0.49378,p00889
1.0932,0.0017274,0.54676,p00890
0.91773,0.0019331,0.73911,p00891
0.84441,0.0025123,0.37234,p00892
0.95274,0.003861,0.76936,p00893
0.88322,0.0020312,0.11716,p00894
0.99357,0.0086044,0.61144,p00895
0.91612,0.0041029,0.17556,p00896
1.1795,0.0093927,0.65229,p00897
1.0521,0.0089039,0.78636,p00898
0.81051,0.0038457,0.52786,p00899
0.96314,0.0064324,0.7086,p00900
0.8076,0.0068795,0.39717,p00901
0.89284,0.0019299,0.60138,p00902
0.85673,0.0077988,0.12941,p00903
0.89674,0.00077108,0.87544,p00904
1.0441,0.0027886,0.6948,p00905
1.0913,0.0052324,0.87248,p00906
1.1655,0.0030934,0.53398,p00907
1.0967,0.009129,0.81228,p00908
1.1244,0.0057492,0.26876,p00909
0.85202,0.0044699,0.69002,p00910
0.98485,0.0084944,0.55204,p00911
1.117,0.0019233,0.69727,p00912
1.1707,0.0022678,0.1908,p00913
1.0547,0.006686,0.32541,p00914
0.87173,0.0018375,0.17153,p00915
1.0608,0.0041282,0.88467,p00916
1.1076,0.0076639,0.61659,p00917
0.98128,0.0093522,0.31947,p00918
1.1337,0.0018049,0.59239,p00919
0.85785,0.0039488,0.43056,p00920
1.0439,0.0049694,0.73104,p00921
1.0782,0.00050171,0.44853,p00922
1.1195,0.0052826,0.89739,p00923
0.82458,0.0081834,0.77551,p00924
0.94684,0.00010303,0.17089,p00925
1.0974,0.0024193,0.30154,p00926
1.0645,0.0083655,0.72769,p00927
1.0698,0.0076613,0.46935,p00928
1.086,0.0027405,0.64101,p00929
0.80236,0.0037948,0.25948,p00930
1.0745,0.0088156,0.22801,p00931
0.92496,0.00025163,0.33913,p00932
1.0618,0.0098598,0.5753,p00933
1.1704,0.0057026,0.58008,p00934
1.1819,0.0036541,0.69197,p00935
1.1837,0.0031588,0.40222,p00936
0.89061,0.001919,0.33601,p00937
0.98397,0.0096728,0.40538,p00938
1.0005,0.0073754,0.59932,p00939
0.87612,0.0036535,0.1506,p00940
1.0089,0.0036131,0.77129,p00941
0.93076,0.0044081,0.52909,p00942
1.0156,0.0057987,0.46753,p00943
1.1995,0.0036289,0.78641,p00944
1.0615,0.0023876,0.41734,p00945
1.0073,0.0028495,0.32444,p00946
1.0959,0.0044202,0.45001,p00947
1.1843,0.0078191,0.59251,p00948
1.1564,0.0095686,0.80678,p00949
1.1365,0.0056229,0.30971,p00950
1.1679,0.0056176,0.34203,p00951
1.1624,0.0054241,0.47975,p00952
0.98875,0.0066831,0.3979,p00953
0.97232,0.0089231,0.6426,p00954
1.1933,0.0055774,0.87957,p00955
0.91884,0.0040981,0.51922,p00956
1.0912,0.0056832,0.2454,p00957
1.1329,0.0076306,0.6416,p00958
1.0819,0.0051075,0.15324,p00959
0.97364,0.0090985,0.5976,p00960
1.162,0.009799,0.54427,p00961
0.80037,0.0043033,0.8781,p00962
1.157,0.00037532,0.35456,p00963
0.87197,0.0017393,0.79189,p00964
0.98698,0.0031363,0.54648,p00965
0.81082,0.0038006,0.83986,p00966
1.1615,0.0019951,0.37212,p00967
0.83641,0.0085715,0.48666,p00968
0.93396,0.007454,0.42285,p00969
0.98408,0.0073367,0.53062,p00970
1.0548,0.00017259,0.76182,p00971
1.1694,0.0040786,0.52055,p00972
0.91753,0.0047958,0.75984,p00973
0.84878,0.004755,0.86922,p00974
0.93749,0.0030381,0.84313,p00975
0.81021,0.0040297,0.51817,p00976
1.1431,0.0011424,0.73204,p00977
1.1793,0.0053037,0.71798,p00978
1.1711,0.0053437,0.4979,p00979
1.024,0.0014213,0.36714,p00980
0.94902,0.00031566,0.46258,p00981
0.85537,0.0055289,0.24214,p00982
1.0469,0.0070227,0.26721,p00983
0.81691,0.0068971,0.7294,p00984
0.95572,0.0013959,0.57883,p00985
0.84169,0.001404,0.32691,p00986
0.85471,0.0074491,0.1255,p00987
0.97405,0.0017569,0.67747,p00988
1.1851,0.0069812,0.30323,p00989
0.93321,0.0083428,0.5856,p00990
1.0445,0.0078583,0.12858,p00991
1.0535,0.0054292,0.40377,p00992
0.81557,0.0037099,0.73991,p00993
1.0999,0.0073773,0.4995,p00994
1.1285,0.0046761,0.83087,p00995
0.92548,0.0045891,0.14257,p00996
0.8839,0.0024135,0.63503,p00997
0.95994,0.0095558,0.10241,p00998
0.94667,0.0022065,0.13649,p00999
1.1687,0.0096998,0.10292,p01000
0.98304,0.003308,0.68,p01001
1.1859,0.0090475,0.48226,p01002
0.8715,0.0037579,0.34635,p01003
1.1002,0.0074873,0.51262,p01004
0.83913,0.0023287,0.50067,p01005
1.0034,0.0071312,0.29199,p01006
0.84355,0.0020944,0.30937,p01007
0.92354,0.0093388,0.35374,p01008
0.84665,0.009517,0.33831,p01009
0.8373,0.0044273,0.49802,p01010
0.98779,0.0088527,0.82217,p01011
1.1018,0.002942,0.39078,p01012
1.0131,0.00041703,0.17439,p01013
1.0323,0.0030772,0.26737,p01014
1.082,0.00050632,0.33239,p01015
0.83826,0.0018457,0.48754,p01016
1.0079,0.0075933,0.85697,p01017
1.1269,0.0025,0.49335,p01018
0.94607,0.0039046,0.7873,p01019
1.1196,0.0033734,0.21612,p01020
0.8684,0.0093619,0.35555,p01021
1.1105,0.0028543,0.39399,p01022
1.1252,0.0049719,0.3747,p01023
1.1149,0.006527,0.23781,p01024
0.94742,0.0059787,0.1989,p01025
0.81979,0.0090295,0.64216,p01026
1.0918,0.0072897,0.68777,p01027
0.92226,0.0012251,0.83146,p01028
0.91639,0.0032944,0.46725,p01029
1.0534,0.0098166,0.22098,p01030
0.96275,0.0062418,0.43954,p01031
0.90864,0.0072137,0.80785,p01032
1.024,0.0029025,0.58725,p01033
0.96183,0.00090761,0.72766,p01034
1.1497,0.0051101,0.21511,p01035
1.0226,0.0011491,0.26901,p01036
1.1737,0.0032652,0.32333,p01037
0.92685,0.00036696,0.32027,p01038
1.0592,0.0078231,0.55868,p01039
1.1936,0.0021843,0.67527,p01040
0.87554,0.0098332,0.63046,p01041
0.88467,0.0071114,0.68388,p01042
0.88301,0.0011819,0.40545,p01043
0.84418,0.0026514,0.42247,p01044
1.1743,0.0067868,0.63339,p01045
1.0845,9.6832e-06,0.66371,p01046
1.179,0.0042016,0.67265,p01047
0.98557,0.0086693,0.49672,p01048
0.92695,0.0022953,0.55856,p01049
0.92902,0.0053082,0.52765,p01050
0.80324,7.3587e-05,0.73419,p01051
1.125,0.0036694,0.14972,p01052
0.93677,0.0079871,0.52271,p01053
1.0929,0.0085662,0.20428,p01054
0.80504,0.0093706,0.32258,p01055
1.1141,0.0045507,0.61511,p01056
0.80892,0.0028971,0.80575,p01057
1.0561,0.0078083,0.28662,p01058
1.136,0.0013541,0.26335,p01059
1.0442,0.00094841,0.64811,p01060
0.91394,0.0038492,0.51576,p01061
0.91996,0.0038032,0.3639,p01062
0.87525,0.0065965,0.66715,p01063
1.0766,0.0094485,0.24754,p01064
0.98931,0.0092597,0.19609,p01065
1.0307,0.0037417,0.86977,p01066
1.1156,0.0017101,0.56398,p01067
0.84088,0.0086808,0.36514,p01068
0.8151,0.0042956,0.47676,p01069
0.88051,0.0047755,0.54316,p01070
0.8401,0.0054758,0.11629,p01071
1.0574,0.0081547,0.56365,p01072
0.96973,0.007456,0.43174,p01073
1.0064,0.0028126,0.66294,p01074
0.81782,0.00045136,0.74916,p01075
0.81173,0.0012237,0.3767,p01076
0.9459,0.0093072,0.65933,p01077
0.84611,0.0091172,0.26558,p01078
0.94352,0.001272,0.86911,p01079
1.123,0.0032262,0.67951,p01080
1.0703,0.0063028,0.11176,p01081
0.82191,0.0093488,0.84117,p01082
0.96252,0.0046251,0.49587,p01083
0.82374,0.0065205,0.77237,p01084
0.95686,0.007583,0.32896,p01085
0.96309,0.0068747,0.66945,p01086
0.891,0.0086787,0.72243,p01087
1.0641,0.0011331,0.30238,p01088
1.0222,0.0036246,0.37971,p01089
1.1084,0.0079807,0.1301,p01090
1.1418,0.0091368,0.43884,p01091
1.1441,0.0042092,0.70621,p01092
1.0331,0.0099605,0.84406,p01093
0.80311,0.0030094,0.12325,p01094
1.1387,0.0066487,0.36772,p01095
0.96577,0.0036513,0.80292,p01096
1.0822,0.0064191,0.2835,p01097
0.91561,0.004645,0.76,p01098
1.0914,0.0028521,0.21665,p01099
0.87961,0.0056317,0.42933,p01100
0.96733,0.0053072,0.43521,p01101
1.1989,0.0096949,0.5172,p01102
0.98418,0.0012296,0.55962,p01103
1.1064,0.0046699,0.16333,p01104
0.98868,0.002383,0.64794,p01105
0.91345,0.0083118,0.29033,p01106
1.0862,0.0059359,0.16411,p01107
0.95355,0.00044503,0.82196,p01108
0.9016,0.005803,0.81357,p01109
0.82449,0.0050065,0.73707,p01110
1.1325,0.0077718,0.7192,p01111
1.1289,0.0026242,0.38396,p01112
1.1164,0.0057205,0.44963,p01113
1.1882,0.00013197,0.31632,p01114
1.0562,0.0060455,0.79697,p01115
1.0376,0.0085575,0.54541,p01116
0.88622,0.005718,0.31785,p01117
1.0396,0.0041972,0.38837,p01118
1.1491,0.0098004,0.2352,p01119
1.1428,0.0028163,0.63221,p01120
0.80279,0.0016919,0.53415,p01121
1.1822,0.0090772,0.39948,p01122
1.0887,0.0096923,0.28336,p01123
0.91024,0.0072535,0.6131,p01124
0.81142,0.0053102,0.4539,p01125
0.90734,0.00030024,0.73001,p01126
0.93438,0.0086558,0.2869,p01127
1.0379,0.0086836,0.26541,p01128
0.85766,0.0011918,0.24965,p01129
1.0334,0.007741,0.8715,p01130
1.0594,0.00041128,0.41368,p01131
0.80333,0.0081892,0.35687,p01132
0.90345,0.0054714,0.12472,p01133
1.0484,0.0039105,0.17298,p01134
1.1416,0.00047595,0.73495,p01135
0.99014,0.001624,0.70757,p01136
0.86579,0.00044742,0.8531,p01137
0.81604,0.0094775,0.5772,p01138
0.8308,0.003314,0.82746,p01139
0.81066,0.0092092,0.4229,p01140
1.0602,0.0064637,0.16045,p01141
1.1919,0.0064071,0.48856,p01142
1.0528,0.0090786,0.79341,p01143
0.87538,0.0016247,0.45323,p01144
1.157,0.004527,0.82933,p01145
1.1631,0.006244,0.52467,p01146
0.99475,0.0071685,0.4315,p01147
1.0613,0.0088585,0.15558,p01148
0.8865,0.0046547,0.31127,p01149
0.80195,0.0059313,0.73844,p01150
1.0507,0.0026468,0.59456,p01151
0.90127,0.0038828,0.57009,p01152
0.94377,0.0060295,0.89187,p01153
1.1048,0.0057318,0.41531,p01154
1.0901,0.0065135,0.45686,p01155
0.88236,0.0068714,0.42655,p01156
1.0982,0.0078245,0.72519,p01157
0.96636,0.00086037,0.30259,p01158
0.83463,0.0073525,0.57743,p01159
1.1271,0.0049012,0.85321,p01160
1.1828,0.002114,0.89475,p01161
1.1236,0.0084151,0.40045,p01162
1.0752,0.0035815,0.1419,p01163
1.0362,0.00542,0.28564,p01164
1.1108,0.00057527,0.79401,p01165
0.84327,0.0036338,0.56303,p01166
0.83529,0.00080249,0.14775,p01167
1.1013,0.0075772,0.23837,p01168
1.1731,0.0072008,0.72289,p01169
0.97135,0.0073646,0.88611,p01170
1.1619,0.002745,0.1258,p01171
0.90934,0.0054737,0.74257,p01172
1.1355,0.0037627,0.36214,p01173
0.85118,0.0076946,0.38142,p01174
0.97259,0.0081202,0.28202,p01175
1.133,0.0036435,0.16456,p01176
0.89161,0.0042971,0.41886,p01177
0.80634,0.0063946,0.1017,p01178
0.94425,0.0063967,0.54609,p01179
1.0742,0.0075285,0.69506,p01180
1.0294,0.0054084,0.68448,p01181
1.1726,0.0014743,0.41858,p01182
1.191,0.0045313,0.82807,p01183
0.90886,0.0023105,0.21597,p01184
1.0197,0.00024229,0.1595,p01185
1.128,0.0022636,0.12319,p01186
0.99391,0.0011537,0.60399,p01187
0.81811,0.0090674,0.89989,p01188
0.81565,0.0059406,0.2792,p01189
1.1693,3.0987e-05,0.60095,p01190
0.94693,0.0033261,0.15453,p01191
0.83188,0.0084054,0.44829,p01192
0.87385,0.0039275,0.49264,p01193
1.0335,0.0003943,0.81791,p01194
0.89685,0.0029281,0.53477,p01195
1.1516,0.008507,0.59325,p01196
0.89804,0.0010711,0.41614,p01197
1.0015,0.0083999,0.35697,p01198
0.83398,0.0062968,0.43226,p01199
0.88929,0.00074951,0.74526,p01200
1.1748,0.0061801,0.55503,p01201
1.1471,0.0072071,0.75952,p01202
1.0717,0.005248,0.25227,p01203
1.1746,0.001293,0.77035,p01204
1.0423,0.0018678,0.50724,p01205
1.0586,0.0085613,0.63483,p01206
1.1208,0.0036101,0.88906,p01207
1.1785,0.0031014,0.57972,p01208
0.9834,0.002743,0.30249,p01209
1.0433,0.0058772,0.13407,p01210
1.1646,0.0071842,0.74603,p01211
1.1897,0.0070402,0.21091,p01212
1.1118,0.0086716,0.50887,p01213
1.1218,0.00611,0.30487,p01214
0.99044,0.0046623,0.51118,p01215
0.98513,0.0033151,0.70314,p01216
1.0273,0.0076425,0.45538,p01217
0.99152,0.00034555,0.1048,p01218
1.0257,0.0040807,0.75232,p01219
0.85091,0.0024869,0.17459,p01220
1.129,0.008065,0.17082,p01221
0.84281,0.00021436,0.14339,p01222
1.1675,0.006507,0.28038,p01223
0.85479,0.0071347,0.59961,p01224
1.0084,0.0090413,0.69873,p01225
0.81819,0.0066702,0.35993,p01226
1.1781,0.0051377,0.23597,p01227
1.0641,0.00021957,0.21813,p01228
0.91821,0.0010728,0.30914,p01229
0.8345,0.0020772,0.35771,p01230
0.88344,0.009758,0.19788,p01231
1.1136,0.0068595,0.38885,p01232
0.98315,0.0083749,0.38062,p01233
1.105,0.0050755,0.56025,p01234
1.0669,0.0058996,0.42947,p01235
1.1063,0.0056894,0.28368,p01236
0.81877,0.0078828,0.15858,p01237
1.1802,0.0099111,0.55236,p01238
0.85343,0.0014575,0.59038,p01239
1.0948,0.0026099,0.80989,p01240
0.98606,0.0016494,0.15837,p01241
1.0735,0.0081815,0.72283,p01242
0.96039,0.001295,0.19824,p01243
0.9914,0.0023973,0.24503,p01244
1.1129,0.0061694,0.68884,p01245
0.8921,0.00081367,0.58305,p01246
1.0148,0.0027107,0.70488,p01247
1.1892,0.0089329,0.80252,p01248
1.0984,0.0026386,0.40169,p01249
0.96713,0.0022553,0.50578,p01250
1.164,0.0021005,0.5024,p01251
0.91256,0.0032703,0.82081,p01252
1.148,0.0076804,0.44576,p01253
0.90543,0.0018708,0.60854,p01254
1.181,0.002805,0.39986,p01255
1.1587,0.0099415,0.11201,p01256
1.0093,0.0093282,0.33416,p01257
1.0213,0.0038573,0.20686,p01258
0.86791,0.0013399,0.32002,p01259
0.81925,0.0070961,0.15766,p01260
0.8923,0.0075734,0.63468,p01261
0.86622,0.0008086,0.72451,p01262
0.8505,0.0062766,0.88583,p01263
0.819,0.0043591,0.82118,p01264
1.1423,0.0044968,0.14141,p01265
0.89337,0.0015454,0.7284,p01266
0.98074,0.0068019,0.80177,p01267
1.0512,0.0094089,0.51326,p01268
0.996,0.00078609,0.55388,p01269
1.1882,0.0082298,0.899,p01270
1.0709,0.0031838,0.28745,p01271
1.0019,0.0074272,0.17918,p01272
1.0789,0.0091867,0.64832,p01273
0.96013,0.0025782,0.69459,p01274
0.99066,0.0039181,0.88641,p01275
1.1948,0.0019458,0.21983,p01276
1.1494,0.0038384,0.79736,p01277
0.99162,0.0014407,0.79065,p01278
1.1532,0.0009841,0.43642,p01279
0.93881,0.0033608,0.54001,p01280
1.1335,0.0062022,0.70203,p01281
0.93187,1.6258e-05,0.84843,p01282
1.1826,0.00060371,0.85576,p01283
0.88806,0.0032519,0.40621,p01284
1.1537,0.0042525,0.19217,p01285
1.1673,0.0091612,0.11538,p01286
0.87737,0.003562,0.78219,p01287
0.88529,0.0084015,0.63845,p01288
0.86722,0.0078735,0.11709,p01289
1.0662,0.0087043,0.66962,p01290
1.1562,0.0038764,0.52875,p01291
1.1573,0.00080543,0.36488,p01292
0.86079,0.0069015,0.79106,p01293
1.0061,0.0034919,0.15404,p01294
1.1769,0.0038677,0.61278,p01295
0.80478,0.003152,0.8337,p01296
0.92606,0.0081952,0.89643,p01297
0.99535,0.0092888,0.45858,p01298
0.8675,0.0070426,0.1575,p01299
0.86997,0.00088026,0.16026,p01300
0.81634,0.0044247,0.36892,p01301
1.0045,0.0058576,0.47224,p01302
0.83369,0.0039674,0.84942,p01303
0.8952,0.0084899,0.53641,p01304
0.84144,0.0088045,0.25283,p01305
0.83105,0.0044417,0.2087,p01306
1.0448,0.0081923,0.46842,p01307
0.93627,0.0095462,0.75819,p01308
0.848,0.0087293,0.70007,p01309
0.89247,0.0084316,0.72195,p01310
0.97414,0.0091669,0.62641,p01311
1.0382,0.00027222,0.72272,p01312
0.97145,0.0074205,0.32995,p01313
1.1873,0.005029,0.16648,p01314
0.85686,0.0087461,0.14021,p01315
1.0806,0.0083666,0.19973,p01316
0.96368,0.00055018,0.31897,p01317
1.1459,0.0085894,0.13289,p01318
0.9294,0.0083017,0.69159,p01319
0.85291,0.0076174,0.37897,p01320
0.93458,0.0072219,0.28506,p01321
1.0881,0.0025445,0.15904,p01322
1.0714,0.0015322,0.24549,p01323
0.80502,0.0091578,0.8648,p01324
1.1752,0.0050505,0.83308,p01325
0.81012,0.0047173,0.13148,p01326
1.1921,0.0094023,0.68927,p01327
0.93256,0.00303,0.22777,p01328
0.9114,0.0058938,0.18772,p01329
0.83362,0.0057856,0.67617,p01330
0.83039,0.00094275,0.39412,p01331
1.0923,0.0025163,0.26145,p01332
0.9217,0.007217,0.87092,p01333
1.027,0.0035747,0.2051,p01334
0.98589,0.0029442,0.56968,p01335
0.9259,0.0084708,0.4253,p01336
0.83244,0.0075976,0.64381,p01337
0.91836,0.005792,0.43342,p01338
1.0598,0.0092707,0.46304,p01339
1.0069,0.0078108,0.72892,p01340
0.91333,0.0032144,0.78878,p01341
1.1596,0.0089436,0.52071,p01342
0.81073,0.0076362,0.73982,p01343
0.87864,0.0027086,0.83944,p01344
0.94262,0.0051323,0.23937,p01345
0.96861,0.0049184,0.42621,p01346
1.0176,0.0029231,0.42412,p01347
0.95213,0.0051584,0.48619,p01348
1.0509,0.0013301,0.59642,p01349
1.152,0.0074507,0.44954,p01350
1.0595,0.0060183,0.56418,p01351
0.93483,0.0098757,0.70917,p01352
1.0833,0.0012496,0.30706,p01353
1.0909,0.0086074,0.54744,p01354
0.82213,0.0067764,0.27222,p01355
0.83164,0.0079766,0.73953,p01356
0.97769,0.0034771,0.35419,p01357
0.89279,0.0091936,0.42562,p01358
1.1602,0.0047896,0.28305,p01359
1.1122,0.0006575,0.29839,p01360
0.85751,0.0010843,0.568,p01361
1.1764,0.0086954,0.47728,p01362
0.92575,0.0022059,0.39472,p01363
0.80013,0.0030075,0.31286,p01364
0.92779,0.0025685,0.13055,p01365
0.95657,0.00053897,0.36343,p01366
1.1185,0.0020732,0.24741,p01367
1.0135,0.0014148,0.4807,p01368
1.1072,0.00056111,0.28792,p01369
1.0758,0.0001989,0.19318,p01370
0.92241,0.004495,0.79671,p01371
0.90506,0.0050198,0.50551,p01372
1.196,0.0067909,0.20979,p01373
0.91149,0.0042705,0.84723,p01374
0.84362,0.0050267,0.43904,p01375
0.90927,0.0048366,0.72592,p01376
0.89838,0.0096041,0.85545,p01377
0.84469,0.0054439,0.57185,p01378
1.0191,0.0022335,0.6308,p01379
1.0497,0.0071779,0.14296,p01380
1.0166,0.00014321,0.40926,p01381
0.88988,0.0015753,0.61945,p01382
0.86597,0.00607,0.34782,p01383
1.0232,0.0039075,0.16583,p01384
0.8884,0.0020667,0.29107,p01385
0.85217,0.0027154,0.63717,p01386
0.88008,0.0060978,0.59536,p01387
1.0696,0.0065411,0.67204,p01388
1.0247,0.0061289,0.54197,p01389
1.0554,0.0044795,0.16802,p01390
1.1674,0.0042116,0.60799,p01391
0.96118,0.0045377,0.17533,p01392
1.0491,0.0062574,0.81488,p01393
0.92263,0.0081423,0.41903,p01394
0.97454,0.0046062,0.7767,p01395
0.89863,0.00011276,0.34185,p01396
0.83059,0.0073958,0.73244,p01397
1.0718,0.0089413,0.81597,p01398
1.0459,0.001036,0.84973,p01399
1.0568,0.0016291,0.49051,p01400
1.145,0.0081171,0.42545,p01401
0.87623,0.0059725,0.64441,p01402
0.99798,0.0093473,0.53378,p01403
1.0663,0.0067278,0.26506,p01404
