wind_speed,swr,a_seiche,q_nn,k_min,par_id
1.1835,0.80253,0.0029725,0.65459,1.2546e-06,p0434
1.2279,0.92366,0.00047715,0.56155,3.9786e-07,p0435
1.08,0.72235,0.0087195,0.54949,0.0019456,p0436
1.0096,0.89349,0.0030495,0.96503,9.1701e-07,p0437
1.2088,0.84158,0.0089084,0.81664,0.004994,p0438
1.1178,0.88604,0.0058976,0.54408,1.9249e-07,p0439
1.0434,0.9083,0.0064939,0.63337,9.6743e-06,p0440
1.013,0.72026,0.0088657,0.56613,0.0015533,p0441
1.2398,0.95514,0.004717,0.54159,1.1514e-08,p0442
1.1281,0.76412,0.0082707,0.73716,0.0041709,p0443
1.0817,0.73307,0.00091548,0.72085,2.0342e-05,p0444
1.1229,0.96995,0.00073165,0.67831,2.8999e-07,p0445
1.0578,0.75974,0.0047953,0.95139,0.00020277,p0446
1.169,0.75782,0.0046186,0.63769,0.00049211,p0447
1.2364,0.82023,0.0079043,0.61331,0.00012184,p0448
1.1483,0.95451,0.0095582,0.93392,0.0016538,p0449
1.158,0.72074,0.0068191,0.811,3.1433e-08,p0450
1.1663,0.92114,0.0063941,0.97095,1.7538e-05,p0451
1.1317,0.96071,0.0028674,0.74775,0.00074003,p0452
1.0847,0.75834,0.0041313,0.53015,8.2858e-05,p0453
1.1853,0.94601,0.0076722,0.70114,6.0045e-08,p0454
1.1501,0.82994,0.00056516,0.83751,9.8472e-08,p0455
1.2222,0.91611,0.0057945,0.62902,2.2546e-05,p0456
1.1297,0.7832,0.0017169,0.93154,0.00035548,p0457
1.2214,0.80771,0.0063444,0.82483,7.3724e-06,p0458
1.2155,0.92832,0.0083864,0.87924,3.7077e-06,p0459
1.1421,0.86125,0.0083024,0.9144,1.0281e-07,p0460
1.1515,0.84701,0.0075276,0.77027,3.4286e-08,p0461
1.2285,0.86457,0.0062415,0.65212,6.9329e-06,p0462
1.212,0.80078,0.00019464,0.64547,0.0023863,p0463
1.2147,0.74291,0.0056778,0.68442,0.00011317,p0464
1.0613,0.75633,0.0055106,0.95579,0.0024543,p0465
1.1569,0.83297,0.0022625,0.58864,0.00054874,p0466
1.0589,0.80657,0.00075457,0.66706,0.0010042,p0467
1.1558,0.70089,0.0069135,0.97484,4.0014e-08,p0468
1.0535,0.82846,0.00331,0.76192,1.0882e-05,p0469
1.0678,0.87754,0.0066253,0.54025,9.922e-09,p0470
1.0933,0.76972,0.0054644,0.63592,1.0793e-07,p0471
1.25,0.8567,0.0037733,0.73846,2.1981e-05,p0472
1.1289,0.8792,0.0039982,0.77554,1.3315e-07,p0473
1.1114,0.78988,0.0079489,0.84066,2.6879e-06,p0474
1.0042,0.82656,0.0055969,0.96812,3.0053e-05,p0475
1.1574,0.74474,0.00054127,0.51964,2.2783e-06,p0476
1.0177,0.91935,0.0073738,0.61764,2.894e-06,p0477
1.2029,0.7154,0.0016371,0.50692,1.6855e-06,p0478
1.117,0.78809,0.00061756,0.78343,7.8116e-08,p0479
1.0812,0.93178,0.0059967,0.57927,0.00013623,p0480
1.202,0.71826,0.0061446,0.9672,0.00031686,p0481
1.0871,0.85107,0.0017072,0.53384,0.0010552,p0482
1.0792,0.81964,0.0096965,0.5153,0.00083819,p0483
1.2,0.73408,0.0044032,0.8461,1.0605e-07,p0484
1.0972,0.9251,0.0056438,0.96373,0.00034036,p0485
1.2059,0.97933,0.0044301,0.6398,1.377e-08,p0486
1.2487,0.8294,0.0014043,0.90781,7.7419e-09,p0487
1.1205,0.71673,0.002288,0.68293,4.3106e-07,p0488
1.1068,0.85631,0.00081831,0.6258,0.00019769,p0489
1.0964,0.70822,5.0754e-05,0.88672,7.7314e-06,p0490
1.1405,0.86932,0.0058444,0.54786,8.1978e-07,p0491
1.1743,0.78265,0.0014321,0.90066,8.5801e-09,p0492
1.0241,0.72116,0.0078937,0.97348,2.292e-08,p0493
1.0896,0.94434,0.0051206,0.79207,1.7391e-06,p0494
1.1162,0.97011,0.0097474,0.74957,5.2906e-06,p0495
1.0109,0.95733,0.0070208,0.74352,6.744e-06,p0496
1.0829,0.78602,0.0045549,0.57703,2.8615e-06,p0497
1.0936,0.94224,0.0091974,0.95342,5.4716e-07,p0498
1.2406,0.73158,0.0065576,0.7672,0.00024091,p0499
1.1129,0.77432,0.0036526,0.73539,5.0028e-05,p0500
